id_s!,family_s*,family_short_s,gradeband_s*,category_s,desc_t
K.SL.3,Common Core English Language Arts Standards,CC ELA,K-2,Speaking & Listening,"Ask and answer questions in order to seek help, get information, or clarify something that is not understood."
K.SL.4,Common Core English Language Arts Standards,CC ELA,K-2,Speaking & Listening,"Describe familiar people, places, things, and events and, with prompting and support, provide additional detail."
K.SL.5,Common Core English Language Arts Standards,CC ELA,K-2,Speaking & Listening,Add drawings or other visual displays to descriptions as desired to provide additional detail.
K.SL.6,Common Core English Language Arts Standards,CC ELA,K-2,Speaking & Listening,"Speak audibly and express thoughts, feelings, and ideas clearly."
1.W.1,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Write opinion pieces in which they introduce the topic or name the book they are writing about, state an opinion, supply a reason for the opinion, and provide some sense of closure."
1.W.10,Common Core English Language Arts Standards,CC ELA,K-2,Writing,(Begins in grade 3)
1.W.2,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Write informative/explanatory texts in which they name a topic, supply some facts about the topic, and provide some sense of closure."
1.W.3,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Write narratives in which they recount two or more appropriately sequenced events, include some details regarding what happened, use temporal words to signal event order, and provide some sense of closure."
1.W.4,Common Core English Language Arts Standards,CC ELA,K-2,Writing,(Begins in grade 3)
1.W.5,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"With guidance and support from adults, focus on a topic, respond to questions and suggestions from peers, and add details to strengthen writing as needed."
1.W.6,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"With guidance and support from adults, use a variety of digital tools to produce and publish writing, including in collaboration with peers."
1.W.7,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"Participate in shared research and writing projects (e.g., explore a number of “how-to” books on a given topic and use them to write a sequence of instructions)."
1.W.8,Common Core English Language Arts Standards,CC ELA,K-2,Writing,"With guidance and support from adults, recall information from experiences or gather information from provided sources to answer a question."
1.W.9,Common Core English Language Arts Standards,CC ELA,K-2,Writing,(Begins in grade 4)
11-12.W.1,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write arguments to support claims in an analysis of substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
11-12.W.1.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Introduce precise, knowledgeable claim(s), establish the significance of the claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that logically sequences claim(s), counterclaims, reasons, and evidence."
11-12.W.1.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Develop claim(s) and counterclaims fairly and thoroughly, supplying the most relevant evidence for each while pointing out the strengths and limitations of both in a manner that anticipates the audience’s knowledge level, concerns, values, and possible biases."
11-12.W.1.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use words, phrases, and clauses as well as varied syntax to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
11-12.W.1.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12.W.1.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Provide a concluding statement or section that follows from and supports the argument presented.
11-12.W.10,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write routinely over extended time frames (time for research, reflection, and revision) and shorter time frames (a single sitting or a day or two) for a range of tasks, purposes"
11-12.W.2,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
11-12.W.2.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Introduce a topic; organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole; include formatting (e.g., headings), graphics (e.g., figures, tables), and multimedia when useful to aiding comprehension."
11-12.W.2.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Develop the topic thoroughly by selecting the most significant and relevant facts, extended definitions, concrete details, quotations, or other information and examples appropriate to the audience’s knowledge of the topic."
11-12.W.2.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use appropriate and varied transitions and syntax to link the major sections of the text, create cohesion, and clarify the relationships among complex ideas and concepts."
11-12.W.2.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use precise language, domain-specific vocabulary, and techniques such as metaphor, simile, and analogy to manage the complexity of the topic."
11-12.W.2.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
11-12.W.2.f,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Provide a concluding statement or section that follows from and supports the information or explanation presented (e.g., articulating implications or the significance of the topic)."
11-12.W.3,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
11-12.W.3.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Engage and orient the reader by setting out a problem, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters; create a smooth progression of experiences or events."
11-12.W.3.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing,"Use narrative techniques, such as dialogue, pacing, description, reflection, and multiple plot lines, to develop experiences, events, and/or characters."
