displayweight_i,displayweight_pre_i,displayweight_25_i,displayweight_middle_i,displayweight_high_i,code_s,name_s,orgname_s,url_s,longdescription_t,image_s,tags_s,teachers_notes_s,languages_supported_s,short_code_s,tags_grade_s,string_detail_grades_s,tags_teacher_experience_s,tags_student_experience_s,tags_activity_type_s,tags_subject_s,tags_platform_s,string_platforms_s,string_detail_platforms_s,tags_length_s,tags_programming_language_s,string_detail_programming_languages_s,tags_accessibility_s,string_standards_t,popularityrank_i,popularityrank_pre_i,popularityrank_25_i,popularityrank_middle_i,popularityrank_high_i
1341,1,1341,1341,1341,kcj_tennis,Sport + Code: Tennis,Kids Code Jeunesse,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=Tennis_2021,"Serve up a challenge and go head-to-head with your own AI opponent in this digital tennis match. Using Scratch, this activity will teach you how to code back-and-forth sprite interactions through broadcasting, variables, and movement. Incorporate win/loss conditionals and kiss your 'love' score good bye. Complete this project by yourself or with support from a grown up.",/images/tutorials/hoc2021/kcj_tennis.png,2021-tutorial,,"en,en-GB,fr",kcjtennis,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,"1hour,1hour-follow",blocks,Blocks,none,,87,999,44,63,999
1341,1,1,1341,1341,tt_dragons,Dragon's Apprentice Chapter 1,"Terminal Two, Endless",https://terminaltwo.com/HOC/games/dragon-s-apprentice-dungeon-1?utm_source=Referral&utm_medium=Hourofcode&utm_content=Dragons,"An evil force has spread its way across the land of Ovun and is threatening to destroy this peaceful city. Explore hidden temples, learn magic runes that let you program and control the elements around you, and battle the shadow fiends. Find all the keys in the Dragon Temples to awaken the dragon. Be the hero that Ovun needs! ",/images/tutorials/hoc2021/tt_dragons.png,2021-tutorial,https://drive.google.com/drive/folders/1L3OEZRlk4rj2n6y2jEDlQ-CAxGZDmNKv?usp=sharing,"en,en-GB",ttdragons,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,"Chrome, Firefox",,1hour,"blocks,typing","Blocks, JavaScript",none,"1A-AP-08
1B-AP-09
1B-AP-10
1B-AP-11
1B-AP-12
1B-AP-13",129,999,999,999,70
1341,1,1341,1341,1341,gamefroot_distance,COVID-19 Simulator: Learn about social distancing through computer science.,Gamefroot,https://make.gamefroot.com/tutorials/COVID-19-Stop-the-Spread,"In COVID-19: Stop the Spread, you can modify the 'Staying home' factor and code a simple news clicker. The activity illustrates how social distancing has a direct impact on how fast a virus like COVID-19 can spread. Students and teachers will gain a small insight into virus science, the effects a virus can have on society, and at the same time level up their digital fluency skills.",/images/tutorials/hoc2020/gamefroot_distance.png,2020-tutorial,,en,gamefrootdistance,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,"art,history","computers,android,ios","All modern browsers, Android tablet, iPad",,1hour,blocks,Blocks,none,New Zealand Curriculum,175,999,89,999,999
1341,1,1341,1341,1341,mee_empathy,A Minecraft Tale of Two Villages,Minecraft Education,https://aka.ms/HourofCode2020,"For centuries, the Villagers and Illagers shared the same space but seldom interacted with each other. Now you can use the power of code to bring the two villages together. Players will experience empathy and compassion for their neighbors, learn cooperation and inclusion, and embrace the diversity that makes us all uniquely special.",/images/tutorials/hoc2020/mee_empathy.png,2020-tutorial,https://aka.ms/HOCLesson2020,"zh-CN,da,nl,en,fr,it,ja,ko,no,pt-BR,es-MX,sv,tr",meeempathy,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Mac, Windows, Chromebook, iPhone, iPad, Android phone and tablet",,"1hour,1hour-follow","blocks,typing","Blocks, Python",none,"CSTA: 1A-AP-08, 1A-AP-09, 1A-AP-11, 1B-DA-07, 1B-AP-10, 1B-AP-13, 1B-IC-18
ISTE: 1C, 2B, 3A, 3B, 6B",45,999,33,58,999
1341,1,1341,1341,1,robotmagic_farm,FarmBot: Plant with Code,RobotMagic,https://robotmagic.org/hoc_farm,Code the FarmBot to plant seeds. Start planting simple fields then add complexity.  Finish by growing art of your own design.,/images/tutorials/hoc2019/robotmagic_farm.png,2019-tutorial,,en,robotmagicfarm,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,la,"android,computers,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,"blocks,typing","Blocks, JavaScript",none,,999,999,999,999,999
1341,1,1,1341,1,codesters_covid,Codesters: We Can Stop COVID PSA,Codesters,https://www.codesters.com/curriculum/hour-of-code-2020/We+Can+Stop+COVID+PSA/,"Learn the basics of coding in Python while creating your own PSA about how we can stop the spread of COVID-19. Design your own animated interactive PSA to share critical information about the importance of social distancing, wearing a mask, quarantining, and other measures.",/images/tutorials/hoc2020/codesters_covid.png,2020-tutorial,http://guide.codesters.com/stop-covid-psa,en,codesterscovid,"all,6-8",Grades 6-8 ,beginner,beginner,online-tutorial,cs-only,"computers,screenreader","All modern browsers, Screen reader",,1hour,typing,Python,"screenreader,tts",CSTA,999,999,999,999,999
1341,1,1,1341,1341,robotmagic_tower,Hanoi Tower Game - recursive functions,RobotMagic,https://robotmagic.org/hoc_hanoi,Learn about the Hanoi Tower game and how to use recursive functions to solve problems.,/images/tutorials/hoc2021/robotmagic_tower.png,2021-tutorial,,"en,en-GB",robotmagictower,"all,6-8,9+",Grades 6+,comfortable,comfortable,online-tutorial,"math,science",computers,All modern browsers,,1hour,"blocks,typing","Blocks, JavaScript",none,,999,999,999,999,999
1341,1,1,1341,1,tt_bunker,The Bunker,"Terminal Two, Endless",https://terminaltwo.com/HOC/games/the-bunker?utm_source=Referral&utm_medium=Hourofcode&utm_content=Thebunker,"You found The Bunker, and all its secrets will be yours, once you crack its encryption. An army approaches, and you must hold the perimeter using the power of programming. Code individual towers, setting range, damage, and more special powers by adding new lines of code and changing values. Survive long enough to learn how classes and instances can make you even more powerful.",/images/tutorials/hoc2020/tt_bunker.png,2020-tutorial,https://drive.google.com/drive/folders/1h9p1zaJ-S08ke8jD9YM7oQRFwuaa-_uY?usp=sharing,en,ttbunker,"all,6-8",Grades 6-8,comfortable,comfortable,online-tutorial,cs-only,computers,Chrome,,1hour-follow,typing,JavaScript,none,"1B-AP-09
1B-AP-12
1B-AP-15
2-AP-10",234,999,999,999,999
1340,1,1,1340,1340,pickcode_mtpaint,Pickcode: Mobius Triangle Painting,Pickcode,https://app.pickcode.io/course/hoc-mobius-triangle,"In this course, you'll learn how to use functions to draw a pretty intricate shape (like a mobius strip but in triangle form). After this lesson, you'll have the building blocks for making a ton of different designs.",/images/tutorials/hoc2022/pickcode_mtpaint.png,2022-tutorial,https://docs.google.com/document/d/192qt_cG2sUF-EOqBszxCWALp4S5CMRvPSp1kTsCPLRo/edit?usp=sharing,en,pickcodemtpaint,"all,9+",Grades 9+,beginner,beginner,online-tutorial,math,computers,All modern browsers,,1hour,typing,JavaScript,none,,999,999,999,999,999
1336,1,1,1336,1336,codehs_triangles,Triangle Computations with CodeHS,CodeHS,https://codehs.com/hoc_triangles,"In this hour of code, we'll explore how to create a simulator that will calculate the area of a triangle with dimensions chosen by a user. We'll program with Tracy the Turtle in Python to make this happen. Students should have prior knowledge of basic geometry concepts before beginning this activity.",/images/tutorials/hoc2019/codehs_triangles.png,2019-tutorial,https://codehs.com/hoc_guide_triangles,en,codehstriangle,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,math,computers,All modern browsers,,"1hour,1hour-follow",typing,Python,"captions,highcontrast",CCSS.MATH.CONTENT.6.G.A.1,999,999,999,999,999
1334,1,1334,1334,1334,tt_whitehouse,White House,"Terminal Two, Endless",https://terminaltwo.com/HOC/games/White-House?utm_source=Referral&utm_medium=Hourofcode&utm_content=WhiteHouse,"In this colorful adventure, restore color to a white world through a self-guided first person game. Solve puzzles and complete challenges in order to advance the game and your coding knowledge. After completion, players will be familiarized with color hex values and CSS attributes and comfortable enough to recognize them in real world applications. Don't be afraid to share your creations.",/images/tutorials/hoc2019/tt_whitehouse.jpg,2019-tutorial,,en,ttwhitehouse,"all,2-5,6-8,9+",Grades 2+,comfortable,comfortable,online-tutorial,art,computers,"Chrome, Firefox",,"1hour,1hour-follow",typing,"SCSS, CSS",none,1B-AP-12,276,999,999,999,999
1331,1,1,1331,1331,pickcode_language,Pickcode: Little Language Model,Pickcode,https://app.pickcode.io/lesson/hoc-little-language-model,"In this lesson, we're going to create a Little Language Model, which isn't nearly as powerful as systems like ChatGPT but will demonstrate some important concepts in AI.",/images/tutorials/hoc2023/pickcode_language.png,2023-tutorial,https://lesson-image-bucket.s3.us-east-2.amazonaws.com/hoc-little-llm.png,"en,en-GB",pickcodelanguage,"all,6-8,9+        ",Grades 6+,beginner,beginner,online-tutorial,"la,ai",computers,All modern browsers,do-not-show,1hour,typing,JavaScript ,highcontrast,do-not-show,999,999,999,999,999
1330,1,1,1330,1330,modulo_ed,Modulo Code: Code E.D.,Modulo Inc.,https://modulogames.net/hourofcode/,"Out in the deepest of space, the Exploratory Databot, known as E.D. has just discovered a new habitable planet for humankind! Who knows what surprises lay ahead on this remote sandy planet? Unexpectedly while landing, E.D. gets a shock to its motherboard wiping out all its programs. It's up to you to program E.D. to help it through this strange alien's terrain. Are you up for the challenge?",/images/tutorials/hoc2019/modulo_ed.jpg,2019-tutorial,https://modulogames.net/hour-of-code-lesson-plan/,"en,en-GB",modulo,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,PCs,,"1hour,1hour-follow",typing,Lua,none,,999,999,999,999,999
1329,1,1329,1329,1329,kcj_archery,Sport + Code: Archery,Kids Code Jeunesse,https://kidscodejeunesse.org/hour-of-code?utm_campaign=Hour%20of%20Code&utm_source=code.org&utm_medium=Web&utm_term=Archery_2021,"Stay on target and guide your arrow to the bullseye using code! Learn how to code your own archery game using Scratch and our step-by-step instructions. With the help of colour-sensing sprites, costume changes, and motion sequences, you too can aim for gold and code your way to victory - plus, add a score counter to up the ante. Complete this project by yourself or with support from a grown up.",/images/tutorials/hoc2021/kcj_archery.png,2021-tutorial,,"en,en-GB,fr",kcjarchery,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,"1hour,1hour-follow",blocks,Blocks,none,,121,999,52,72,999
1327,1,1,1,1327,gamefroot_crossy_road,Learn to Code with Crossy Road,Gamefroot,http://make.gamefroot.com/activity/code-with-crossy-road,"In this suite of introductory coding lessons you will learn about making your own Crossy Road style mini-game.

You will learn how to code algorithms and sequences, inputs / outputs, loops and iteration, selection and if-statements, and comparative operators and think like a computer scientist.

This suite of lessons is aligned with the New Zealand and Australian (Victorian) digital technologies curriculum and designed to help young people AND educators embrace coding in their schools, classrooms and coding clubs.

Gamefroot Hour of Code tutorials use a visual programming language using blocks where students simply drag and drop visual blocks to write code.
",/images/tutorials/hoc2017/gamefroot_crossy_road.jpg,2017-tutorial,,en,gfcrossyroad,"all,9+",Grades 9+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,few-hours,blocks,Blocks,none,,62,999,999,999,13
1326,1,1,1326,1326,pickcode_genart,Pickcode: Generative Art Creator,Pickcode,https://app.pickcode.io/lesson/hoc-generative-art,"In this lesson, we'll use code to generate art. While our program won't be as complicated as Generative AI like Dall-E, we'll notice some similarities as our code gets more advanced.",/images/tutorials/hoc2023/pickcode_genart.png,2023-tutorial,https://docs.google.com/document/d/1SAFWSy7ud3EdOpYGCPo4s0JG8I2zN2cCVkrmseWD-ao/edit?usp=sharing,"en,en-GB",pickcodegenart,"all,6-8,9+        ",Grades 6+,beginner,beginner,online-tutorial,"art,ai",computers,All modern browsers,do-not-show,1hour,typing,JavaScript ,highcontrast,do-not-show,999,999,999,999,999
1325,1,1,1325,1325,robotmagic_3d,Animate a 3D Logo,RobotMagic,https://robotmagic.org/hoc_3dlogo,"Use your imagination to create an animated 3D logo of your name, your favorite sports team or anything you want. Use code to make 3D models and letters come alive with fun. At the end you can download an animated sticker of your creation and share it with friends.",/images/tutorials/hoc2018/robotmagic_3d.png,2018-tutorial,,en,robotmagic3d,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","Internet Explorer 11, Microsoft Edge, Chrome, Android tablet, iPad",,1hour,"blocks,typing","Blocks, JavaScript",none,,221,999,999,999,999
1325,1,1,1,1325,codehs_collision,Coding Collision Simulations,CodeHS,https://codehs.com/hoc_collisions,Students will explore how simulations are used in research. They will study how mass and speed affect elastic collisions by using conservation of momentum and conservation of kinetic energy equations to verify final speed values as calculated by a simulation. Students should have prior knowledge of solving mathematical equations using basic algebra.,/images/tutorials/hoc2018/codehs_collision.png,2018-tutorial,http://codehs.com/hoc_guide_collisions,en,codehscollision,"all,9+",Grades 9+,beginner,beginner,online-tutorial,"science,math",computers,All modern browsers,,1hour-follow,typing,JavaScript,"tts,keyboard,captions,highcontrast",NGSS: HS-PS2-2: Use mathematical representations to support the claim that the total momentum of a system of objects is conserved when there is no net force on the system. HS-PS3-2: Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motion of particles (objects) and energy associated with the relative positions of particles (objects). MS-PS2-1: Apply Newton's Third Law to design a solution to a problem involving the motion of two colliding objects. MS-PS3-1: Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object. CSTA: 1A-AP-09: Model the way programs store and manipulate data by using number of other symbols to represent information.,999,999,999,999,999
1325,1,1325,1,1,sa_codingtown,Coding Town,ScriptAcademy,https://www.scriptacademy.net/hour-of-code/coding-town,"Build your own business, code and have fun.",/images/tutorials/hoc2019/sa_codingtown.png,2019-tutorial,,en,codingtown,"all,2-5",Grades 2-5,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,JavaScript,none,,25,999,17,999,999
1325,1,1325,1,1,rg_science,RoboGarden STEAM - Science,RoboGarden,https://playground.robogarden.ca/hourofcode/steam/science,"Looking for an easy and intuitive way to teach your students to code? RoboGarden STEAM has fused code practicing with STEAM learning and gamified missions in multiple activities. In the science activity, the student goes through a journey to the space solving multiple coding challenges and know more about space elements and science facts.",/images/tutorials/hoc2018/rg_science.jpg,2018-tutorial,,en,rgscience,"all,2-5",Grades 2-5,beginner,beginner,online-tutorial,science,"computers,android,ios","Chrome, Firefox, Safari, Android tablet, iPad, Android phone, iPhone",,1hour,blocks,Blocks,none,"NGSS
STEAM",999,999,999,999,999
