displayweight,displayweight_pre,displayweight_k5,displayweight_25,displayweight_middle,displayweight_high,popularityrank,code,name,orgname,url,shortdescription,longdescription,platformtext,gradelevel,image,tags,teachers_notes,language,languages_supported,short_code,tags_grade,string_detail_grades,tags_teacher_experience,tags_student_experience,tags_activity_type,tags_subject,tags_platform,string_platforms,string_detail_platforms,tags_length,tags_programming_language,string_detail_programming_languages,string_standards,
583,583,583,583,583,583,216,finch_factals,Finch Fractals,Finch Robot,http://www.finchrobot.com/teaching/hour-code-finch-fractals,Use recursion to draw fractals with a Finch robot!,"This activity uses recursion to draw Koch fractals with the Finch robot. It assumes that students have been introduced to the idea of recursion, but completing this activity will help them to develop a deeper understanding of this concept via a physical representation of recursion. This activity is appropriate for students taking introductory or advanced computer science courses that use Python or Java.",2016-tutorial,Grades 9+,/images/tutorials/new/finch.png,2016-tutorial,,English only,en,finchfract,"all,9+",Grades 9+,"comfortable,experienced","comfortable,experienced",robotics,math,computers,"PC, Mac, Linux, Chromebook downloadable, Finch robot",Finch robot,1hour,typing,"Java, Python","This activity can be modified to align with Common Core math standards involving measurement and arithmetic (for example, 1.MD.A, 2.NBT.B, and  3.OA.A). To do this, have students measure how far the Finch moves for a single forward block. Students can then measure each section of the maze and determine how many forward blocks their program will need for that section.",
580,580,580,580,580,580,134,persistence,Persistence: Building a Foundation,Code.org,https://studio.code.org/s/course1/stage/9/puzzle/1,"This lesson teaches that failure is not the end of a journey, but a hint for how to succeed.","New and unsolved problems are often pretty hard. If we want to have any chance of making something creative, useful, and clever, then we need to be willing to attack hard problems even if it means failing a few times before we succeed. This lesson teaches that failure is not the end of a journey, but a hint for how to succeed.",Unplugged,Pre-reader+,/images/tutorials/new/persistence.png,2016-tutorial,,English only,en,persistence,"all,pre,2-5,6-8,9+",Pre-reader+,beginner,beginner,lesson-plan,cs-only,"no-computers,no-internet",Unplugged ,Unplugged,1hour,other,Language independent,,
570,570,570,570,570,570,149,tlc_mind_meld,The Red Black Mind Meld Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/the-red-black-mind-meld-activity/,Do a trick where you control the actions of another by the power of your mind!,This introduces the use of logical reasoning through the use of algebra to prove that an algorithm always works. It shows how abstraction and logical reasoning can be used to evaluate algorithms.,Unplugged,Grades 6+,/images/tutorials/new/tlc_mind_meld.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2015/01/activity-redblackmindmeld.pdf,English only,en,tlcmind,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,math,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
560,560,560,560,560,560,173,tlc_teleporting_robot,The Teleporting Robot Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/the-teleporting-robot-activity/,"You put together a jigsaw that has 17 robots, but then put it together again and now it only has 16.","This trick illustrates how apparently simple things can be too complex for our brains to take in. An important design principle is that interfaces should be clear and simple, not cluttered. It also illustrates aspects of computational thinking such as simplifying the problem and the importance of understanding people.",Unplugged,Grades 2+,/images/tutorials/new/tlc_teleporting_robot.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2014/03/activity-teleportingrobot.pdf,English only,en,tlctelebot,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,"art,math","no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
555,555,555,555,555,555,202,tlc_aussie_magician,Australian Magician's Dream Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/the-australian-magicians-dream-activity/,"Do a magic trick where your predict a chosen card, introducing both search algorithms and computational thinking.","This activity introduces a range of computing concepts in a memorable way. It introduces a magic trick and show how abstraction, logical reasoning and computational modelling can be used to check the algorithm works. Combined with the ‘Punch card searching’ activity it introduces a divide and conquer algorithm used by early computers.",Unplugged,Grades 6+,/images/tutorials/new/tlc_aussie_magician.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2014/01/activity-magic-australianmagician.pdf,English only,en,tlcaus,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,math,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
525,525,525,525,525,525,198,oral_history,Oral History Project,Computing Educators Oral History,http://www.cs.southwestern.edu/OHProject/materials-overview.html,The Computing Educators Oral History Project is a collection of interviews as well as teaching materials and tools tied to the CEOHP collection.,The Computing Educators Oral History Project is a collection of interviews as well as teaching materials and tools tied to the CEOHP collection.,Classroom Activity / Discussion,Grades 9+,/images/tutorials/resubmission/oral_history.png,2015-tutorial,,English only,en,oralhist,"all,9+",Grades 9+,beginner,beginner,lesson-plan,"history,la",computers,All modern browsers,,1hour,other,Language independent,,
490,490,490,490,490,490,192,tlc_microwave,Microwave Racing Video Activity,CAS London,https://teachinglondoncomputing.org/resources/inspiring-unplugged-classroom-activities/microwave-racing-video/,People race different microwave designs to see which is easiest to use to do a simple task. Some are seen to be far more complicated than others.,This video can be used as a general introduction to human computer interaction (HCI) and in particular why so many gadgets areharder to use than need be. Design does make a difference and it is important that interfaces are evaluated to check they are easy to use.,Unplugged,Grades 2+,/images/tutorials/new/tlc_microwave.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2014/03/activity-microwaveracingvideo1.pdf,English only,en,tlcmicro,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,lesson-plan,math,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
1235,1,1235,1235,1235,1235,200,robotmesh_iq,Program VEX IQ Robots with Blockly,Robot Mesh,http://www.robotmesh.com/hoc2016iq,"Program either a virtual online robot, or a real VEX IQ robot.","Students write Google Blockly code to control popular VEX IQ robots. They can choose to write code for either a virtual robot, or a real VEX IQ robot that they built themselves, and both options are available in the same web-based development interface. Students learn about basic robot movement, and how to use a sensor and an output device. It is easy and fun.",Web based,Grades 2+,/images/tutorials/new/robotmesh.png,2016-tutorial,http://www.robotmesh.com/hoc2016,English only,en,robomeshiq,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,robotics,cs-only,computers,"Internet Explorer 11, Chrome, Firefox, Vex IQ Robots",Vex IQ Robots,1hour,blocks,"Blocks, Python","CCSS.MATH.CONTENT.8.G.A.1
Verify experimentally the properties of rotations, reflections, and translations:
CCSS.MATH.CONTENT.8.G.A.1.A
Lines are taken to lines, and line segments to line segments of the same length.
CCSS.MATH.CONTENT.8.G.A.1.B
Angles are taken to angles of the same measure.
CCSS.MATH.CONTENT.8.G.A.1.C
Parallel lines are taken to parallel lines.
CCSS.MATH.CONTENT.8.G.A.2
Understand that a two-dimensional figure is congruent to another if the second can be obtained from the first by a sequence of rotations, reflections, and translations; given two congruent figures, describe a sequence that exhibits the congruence between them.
CCSS.MATH.CONTENT.8.G.A.3
Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.
CCSS.MATH.CONTENT.8.G.A.4
Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two-dimensional figures, describe a sequence that exhibits the similarity between them.",
400,400,400,400,400,400,103,codespells_spellcraft,CodeSpells: Spellcraft,ThoughtSTEM,https://codespells.org/hour-of-code.html,Learn about Event-Driven programming using the power of CodeSpells!,"Learn about Event-Driven programming using the power of spells! With CodeSpells, you can design and create your very own wizarding spells using Google’s easy-to-use Blockly coding interface or a built-in JavaScript text editor. Through spell creation, students will learn how to write code based around events and become familiar with Event-Driven coding concepts.",2016-tutorial,Grades 6+,/images/tutorials/new/codespells_spellcraft.png,2016-tutorial,https://code.org/files/codespells_spellcraft_teachernotes.pdf,English only,en,spellcraft,"all,6-8,9+",Grades 6+,"comfortable,experienced","comfortable,experienced",lesson-plan,cs-only,"computers,no-internet",Windows,,1hour,blocks,"Blocks, Javascript",,
270,270,270,270,270,270,199,imathematican,iMathematician,iCompute,http://www.icompute-uk.com/hoc-2016-2,Use Mathematics (Game Theory) & Computer Science to program a variation of the Prisoner’s Dilemma,"This, teacher led, activity provides the opportunity for pupils to use a cross curricular approach to computer science and mathematics.  

Pupils will create a computer program to solve a variation of a famous problem in a branch of Mathematics (Game Theory), called The Prisoner’s Dilemma.
",2016-tutorial,Grades 2-8,/images/tutorials/new/imathematician.png,2016-tutorial,,English only,en,imathematician,"all,2-5,6-8",Grades 2-8,"comfortable,experienced","comfortable,experienced",lesson-plan,math,computers,All modern browsers,,1hour,blocks,Scratch,,
30,30,30,30,30,30,186,tlc_magic_book,Magical Book Magic,CAS London,https://teachinglondoncomputing.org/resources/computational-thinking-magical-book-magic/,Explore a magic trick based on an intriguing computational property about words.,"In exploring how the magic works, you learn about computational thinking: especially the importance of evaluation to algorithmic thinking. You explore both testing and hazard analysis. The magic trick shows how computer scientists, engineers (and magicians) have to check their algorithms thoroughly. They must think carefully about how things might go wrong as well as checking they will go right.",Unplugged,Grades 6+,/images/tutorials/new/tlc_magic_book.png,2016-tutorial,https://teachinglondoncomputing.files.wordpress.com/2015/08/booklet-magicalbookmagic.pdf,English only,en,tlcmagic,"all,6-8,9+",Grades 6+,beginner,beginner,lesson-plan,la,"no-computers,no-internet",Unplugged,Unplugged,1hour,other,Language independent,,
1,1,1,1,1,1,39,bits_bricks,Bits and bricks,The LEGO Group,https://www.lego.com/en-us/campaigns/bits-and-bricks/v2,Move Bit by bit!,"Bit is a little, very adventurous LEGO® robot, but as with all small creatures, sometimes Bit cannot get its programs right. You can help Bit solve the challenges by figuring out which programs are needed. You do this by creating a sequence of small behavior blocks that tells Bit what to do.","Web based, iPad",Grades 2-5,/images/tutorials/new/bits_bricks.png,2016-tutorial,https://code.org/files/bits_bricks_teacher_notes.pdf,"English, German","en,de",bits,"all,2-5",Grades 2-5,beginner,beginner,online-tutorial,math,computers,All modern browsers,,1hour,blocks,"Blocks, Language independent",,
