Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
F,0.60,0.48,0.20,0.98,0.36,0.20,0.34,15
F,0.60,0.47,0.25,1.28,0.46,0.25,0.45,14
F,0.63,0.42,0.17,1.06,0.36,0.17,0.45,21
M,0.54,0.42,0.17,0.92,0.34,0.20,0.26,16
M,0.55,0.43,0.16,0.93,0.32,0.17,0.36,13
M,0.50,0.40,0.16,0.81,0.23,0.12,0.35,6
I,0.32,0.24,0.08,0.15,0.06,0.03,0.05,6
M,0.45,0.34,0.12,0.45,0.19,0.10,0.13,9
F,0.52,0.40,0.13,0.69,0.30,0.17,0.19,9
M,0.50,0.39,0.14,0.63,0.20,0.12,0.26,14
M,0.47,0.37,0.14,0.55,0.22,0.13,0.17,12
F,0.49,0.37,0.14,0.59,0.24,0.12,0.20,10
M,0.58,0.47,0.17,0.93,0.32,0.20,0.32,11
M,0.65,0.50,0.19,1.49,0.53,0.28,0.46,15
F,0.58,0.49,0.17,1.04,0.42,0.26,0.30,14
I,0.22,0.17,0.06,0.06,0.02,0.01,0.02,6
I,0.43,0.33,0.11,0.37,0.14,0.09,0.12,13
I,0.26,0.22,0.08,0.10,0.04,0.03,0.05,5
I,0.37,0.28,0.09,0.23,0.09,0.05,0.07,11
I,0.41,0.31,0.11,0.36,0.16,0.07,0.13,10
I,0.27,0.19,0.08,0.08,0.03,0.02,0.03,6
F,0.68,0.55,0.20,1.60,0.53,0.41,0.59,21
F,0.65,0.52,0.20,1.40,0.52,0.36,0.44,13
F,0.65,0.49,0.22,1.41,0.43,0.23,0.51,25
M,0.57,0.41,0.16,0.92,0.34,0.22,0.30,19
M,0.62,0.48,0.19,1.36,0.53,0.24,0.47,18
M,0.42,0.35,0.11,0.43,0.18,0.10,0.13,7
I,0.28,0.22,0.08,0.14,0.06,0.03,0.04,6
F,0.29,0.23,0.08,0.14,0.05,0.02,0.04,5
M,0.42,0.34,0.12,0.42,0.18,0.09,0.14,8
F,0.63,0.53,0.22,1.58,0.51,0.26,0.67,16
F,0.55,0.47,0.18,1.21,0.32,0.21,0.53,27
M,0.66,0.51,0.20,1.63,0.49,0.30,0.61,18
M,0.57,0.47,0.20,1.14,0.39,0.26,0.35,17
F,0.60,0.50,0.24,1.37,0.51,0.22,0.52,13
M,0.63,0.51,0.23,1.54,0.56,0.28,0.57,17
F,0.43,0.33,0.12,0.45,0.17,0.10,0.16,8
F,0.46,0.35,0.14,0.57,0.20,0.13,0.18,10
I,0.33,0.26,0.08,0.19,0.08,0.04,0.07,7
F,0.52,0.42,0.13,0.76,0.28,0.20,0.25,13
M,0.50,0.39,0.15,0.85,0.33,0.19,0.27,14
F,0.49,0.38,0.15,0.59,0.24,0.12,0.19,13
F,0.54,0.46,0.15,0.79,0.34,0.20,0.20,8
M,0.58,0.47,0.18,1.04,0.40,0.19,0.39,17
F,0.63,0.53,0.20,1.35,0.45,0.24,0.53,13
F,0.56,0.46,0.18,0.96,0.30,0.20,0.39,14
F,0.55,0.43,0.15,0.80,0.30,0.15,0.27,9
M,0.59,0.48,0.16,0.86,0.36,0.17,0.28,13
I,0.36,0.28,0.11,0.22,0.08,0.05,0.08,7
I,0.28,0.20,0.08,0.09,0.03,0.02,0.03,7
F,0.51,0.39,0.18,0.69,0.27,0.15,0.22,12
M,0.37,0.28,0.10,0.22,0.08,0.05,0.08,7
M,0.56,0.43,0.17,0.76,0.27,0.16,0.28,13
F,0.51,0.40,0.17,0.73,0.27,0.16,0.25,9
F,0.56,0.45,0.18,0.90,0.36,0.20,0.30,9
M,0.60,0.48,0.17,1.10,0.42,0.23,0.35,17
F,0.57,0.45,0.17,0.90,0.33,0.18,0.30,14
M,0.60,0.48,0.18,1.23,0.41,0.27,0.42,13
F,0.56,0.44,0.19,1.11,0.42,0.24,0.33,15
M,0.59,0.47,0.19,1.17,0.39,0.24,0.40,17
I,0.46,0.34,0.11,0.44,0.23,0.07,0.11,8
F,0.46,0.36,0.12,0.48,0.21,0.11,0.16,8
M,0.42,0.32,0.13,0.39,0.07,0.09,0.13,12
F,0.44,0.32,0.12,0.38,0.15,0.09,0.13,11
F,0.48,0.38,0.14,0.49,0.17,0.07,0.19,7
M,0.47,0.36,0.13,0.53,0.21,0.12,0.17,10
I,0.36,0.28,0.10,0.23,0.09,0.05,0.09,11
M,0.46,0.38,0.14,0.51,0.19,0.10,0.21,9
F,0.38,0.33,0.11,0.31,0.12,0.07,0.11,10
F,0.47,0.37,0.12,0.54,0.23,0.15,0.15,9
M,0.36,0.27,0.09,0.22,0.08,0.05,0.08,6
F,0.59,0.46,0.17,1.00,0.35,0.25,0.32,12
M,0.66,0.59,0.20,1.55,0.65,0.38,0.42,11
M,0.60,0.49,0.18,1.27,0.50,0.28,0.38,13
F,0.57,0.46,0.17,1.10,0.41,0.22,0.38,14
F,0.65,0.50,0.20,1.43,0.64,0.31,0.36,11
M,0.65,0.50,0.18,1.79,0.80,0.34,0.53,14
M,0.51,0.40,0.15,0.62,0.22,0.14,0.24,12
M,0.52,0.38,0.14,0.58,0.25,0.16,0.18,8
M,0.50,0.42,0.17,0.75,0.26,0.13,0.29,13
M,0.43,0.34,0.12,0.41,0.17,0.09,0.14,8
F,0.59,0.47,0.16,1.10,0.51,0.25,0.30,13
M,0.55,0.46,0.18,0.87,0.32,0.18,0.32,10
M,0.59,0.43,0.16,0.96,0.36,0.18,0.27,11
F,0.58,0.46,0.16,0.92,0.31,0.20,0.30,17
F,0.62,0.51,0.15,1.46,0.58,0.29,0.32,13
I,0.59,0.45,0.16,0.89,0.27,0.22,0.35,14
F,0.72,0.58,0.22,2.23,0.90,0.41,0.62,13
F,0.64,0.51,0.18,1.21,0.57,0.26,0.36,14
F,0.61,0.48,0.18,1.07,0.39,0.22,0.42,15
F,0.55,0.45,0.18,0.85,0.35,0.19,0.30,13
M,0.57,0.45,0.16,0.86,0.37,0.22,0.26,12
F,0.60,0.48,0.18,1.16,0.51,0.27,0.32,18
F,0.52,0.41,0.17,0.87,0.37,0.22,0.25,14
M,0.64,0.51,0.21,1.60,0.65,0.28,0.58,15
F,0.67,0.52,0.15,1.41,0.52,0.35,0.37,13
M,0.70,0.57,0.20,2.03,0.75,0.43,0.69,15
M,0.66,0.53,0.19,1.26,0.49,0.22,0.45,20
F,0.62,0.48,0.23,1.09,0.40,0.25,0.36,14
F,0.60,0.48,0.18,1.18,0.43,0.25,0.43,19
M,0.51,0.41,0.13,0.72,0.37,0.16,0.17,9
M,0.53,0.41,0.14,0.76,0.33,0.22,0.20,10
M,0.44,0.38,0.13,0.49,0.23,0.10,0.16,9
I,0.49,0.42,0.14,0.57,0.25,0.13,0.19,8
F,0.50,0.39,0.13,0.69,0.31,0.18,0.18,10
I,0.44,0.35,0.12,0.45,0.22,0.11,0.13,7
I,0.41,0.32,0.11,0.35,0.16,0.08,0.10,9
I,0.42,0.33,0.10,0.35,0.16,0.09,0.10,9
F,0.50,0.40,0.15,0.71,0.32,0.17,0.20,9
F,0.39,0.31,0.11,0.33,0.14,0.07,0.10,7
I,0.33,0.27,0.09,0.18,0.07,0.04,0.06,6
F,0.58,0.48,0.16,0.97,0.43,0.23,0.29,10
I,0.33,0.27,0.10,0.19,0.08,0.04,0.07,6
M,0.48,0.38,0.12,0.56,0.25,0.12,0.19,10
F,0.38,0.30,0.09,0.32,0.15,0.08,0.10,9
I,0.34,0.26,0.09,0.18,0.08,0.05,0.06,6
M,0.53,0.43,0.12,0.70,0.33,0.15,0.22,12
F,0.52,0.42,0.15,0.80,0.33,0.17,0.29,10
F,0.54,0.45,0.14,0.81,0.32,0.18,0.25,13
M,0.48,0.36,0.12,0.58,0.28,0.12,0.17,8
I,0.42,0.33,0.10,0.39,0.17,0.08,0.13,7
I,0.50,0.39,0.13,0.59,0.28,0.12,0.17,8
F,0.48,0.41,0.13,0.64,0.28,0.14,0.21,10
F,0.52,0.43,0.15,0.81,0.39,0.20,0.23,10
M,0.46,0.38,0.13,0.57,0.25,0.12,0.20,9
F,0.58,0.46,0.12,0.94,0.40,0.26,0.27,11
M,0.59,0.49,0.14,1.01,0.42,0.22,0.29,11
F,0.55,0.42,0.14,0.78,0.30,0.18,0.26,23
F,0.65,0.50,0.17,1.14,0.49,0.22,0.37,12
F,0.47,0.38,0.14,0.60,0.22,0.13,0.23,16
M,0.46,0.36,0.13,0.52,0.20,0.13,0.18,11
M,0.47,0.38,0.13,0.58,0.21,0.16,0.20,13
F,0.44,0.35,0.11,0.38,0.14,0.10,0.13,13
M,0.35,0.27,0.11,0.30,0.14,0.06,0.09,7
I,0.32,0.24,0.07,0.14,0.05,0.03,0.04,8
M,0.60,0.47,0.15,0.99,0.40,0.15,0.34,16
F,0.58,0.48,0.14,0.93,0.39,0.17,0.28,14
M,0.58,0.44,0.15,0.81,0.29,0.16,0.27,17
M,0.54,0.44,0.16,0.89,0.34,0.18,0.25,13
M,0.52,0.42,0.14,0.77,0.25,0.15,0.29,13
F,0.51,0.39,0.14,0.62,0.25,0.12,0.20,12
F,0.51,0.40,0.15,0.65,0.27,0.15,0.21,15
I,0.40,0.31,0.10,0.29,0.11,0.06,0.10,10
M,0.49,0.40,0.14,0.55,0.21,0.09,0.22,14
M,0.53,0.44,0.14,0.74,0.33,0.13,0.22,12
I,0.40,0.33,0.11,0.31,0.11,0.07,0.10,8
F,0.67,0.54,0.19,1.50,0.58,0.28,0.48,17
F,0.42,0.31,0.11,0.36,0.12,0.08,0.10,10
M,0.43,0.35,0.12,0.30,0.09,0.06,0.12,11
M,0.48,0.40,0.14,0.59,0.25,0.16,0.20,13
F,0.53,0.43,0.15,0.80,0.33,0.21,0.24,15
I,0.48,0.39,0.15,0.58,0.23,0.12,0.26,15
I,0.42,0.35,0.12,0.34,0.15,0.08,0.12,9
M,0.59,0.46,0.16,0.91,0.33,0.15,0.34,15
F,0.52,0.42,0.14,0.63,0.28,0.13,0.22,9
M,0.70,0.55,0.22,1.55,0.57,0.38,0.45,13
F,0.80,0.63,0.20,2.53,0.93,0.59,0.62,23
M,0.61,0.49,0.15,1.10,0.43,0.20,0.36,23
F,0.57,0.48,0.18,0.96,0.39,0.22,0.28,18
M,0.56,0.46,0.17,0.86,0.40,0.17,0.25,11
M,0.66,0.49,0.20,1.62,0.63,0.36,0.49,17
M,0.64,0.52,0.20,1.41,0.57,0.30,0.46,17
F,0.59,0.47,0.17,0.90,0.36,0.19,0.25,11
I,0.31,0.24,0.09,0.15,0.06,0.03,0.05,7
I,0.26,0.19,0.07,0.08,0.03,0.02,0.03,6
I,0.17,0.13,0.06,0.02,0.01,0.01,0.01,6
M,0.67,0.55,0.17,1.25,0.47,0.25,0.40,21
F,0.71,0.57,0.20,1.73,0.64,0.34,0.57,17
F,0.56,0.43,0.13,0.80,0.31,0.17,0.26,13
M,0.51,0.40,0.13,0.76,0.30,0.19,0.22,11
M,0.53,0.43,0.17,0.86,0.38,0.19,0.25,16
F,0.45,0.36,0.11,0.47,0.20,0.09,0.15,9
F,0.52,0.44,0.17,0.63,0.28,0.11,0.22,12
M,0.59,0.48,0.16,0.95,0.38,0.18,0.27,19
M,0.70,0.53,0.19,1.32,0.55,0.23,0.42,18
F,0.72,0.56,0.18,1.73,0.64,0.34,0.53,17
M,0.64,0.50,0.15,1.08,0.48,0.24,0.31,11
M,0.56,0.44,0.14,0.90,0.38,0.21,0.28,13
M,0.58,0.47,0.15,1.14,0.45,0.20,0.40,13
M,0.59,0.46,0.13,1.03,0.39,0.21,0.25,17
F,0.61,0.49,0.21,1.34,0.54,0.22,0.52,20
F,0.65,0.53,0.20,1.45,0.60,0.26,0.51,13
F,0.55,0.44,0.18,0.77,0.30,0.19,0.27,11
M,0.55,0.45,0.16,0.79,0.34,0.16,0.25,12
F,0.66,0.53,0.21,1.37,0.50,0.29,0.41,18
M,0.57,0.48,0.20,1.03,0.46,0.19,0.31,18
F,0.60,0.47,0.20,1.03,0.39,0.20,0.29,15
F,0.63,0.51,0.17,1.07,0.46,0.22,0.32,12
M,0.70,0.57,0.23,1.89,0.87,0.44,0.50,19
M,0.65,0.55,0.16,1.24,0.49,0.30,0.48,15
F,0.72,0.60,0.23,1.97,0.80,0.42,0.66,16
I,0.56,0.44,0.17,0.94,0.35,0.22,0.30,12
I,0.42,0.33,0.12,0.35,0.16,0.06,0.11,8
M,0.18,0.13,0.05,0.02,0.01,0.01,0.01,3
F,0.41,0.33,0.11,0.36,0.15,0.07,0.11,12
F,0.50,0.41,0.15,0.60,0.25,0.13,0.19,12
I,0.44,0.34,0.11,0.38,0.16,0.07,0.14,12
M,0.34,0.28,0.09,0.21,0.07,0.04,0.07,10
F,0.43,0.34,0.11,0.38,0.15,0.10,0.11,8
I,0.54,0.41,0.16,0.63,0.27,0.14,0.18,12
I,0.42,0.33,0.12,0.33,0.14,0.05,0.11,12
F,0.36,0.27,0.09,0.22,0.10,0.04,0.07,10
M,0.18,0.14,0.04,0.03,0.01,0.01,0.01,5
M,0.16,0.12,0.03,0.02,0.01,0.01,0.01,5
I,0.53,0.43,0.15,0.74,0.32,0.16,0.22,11
F,0.53,0.39,0.14,0.60,0.23,0.13,0.21,16
F,0.44,0.35,0.11,0.43,0.17,0.08,0.13,11
F,0.45,0.35,0.12,0.50,0.19,0.12,0.14,12
F,0.49,0.37,0.14,0.62,0.26,0.14,0.18,14
I,0.47,0.35,0.14,0.57,0.23,0.15,0.15,11
I,0.52,0.38,0.14,0.65,0.25,0.14,0.22,10
M,0.42,0.34,0.13,0.45,0.17,0.11,0.14,11
F,0.46,0.35,0.13,0.45,0.16,0.10,0.13,16
M,0.37,0.29,0.09,0.24,0.11,0.05,0.07,10
M,0.33,0.25,0.09,0.20,0.09,0.04,0.06,10
I,0.30,0.22,0.09,0.14,0.06,0.03,0.04,7
I,0.63,0.46,0.16,1.24,0.55,0.27,0.38,14
I,0.61,0.48,0.17,1.04,0.44,0.24,0.32,14
I,0.63,0.47,0.16,0.97,0.40,0.18,0.35,14
I,0.64,0.51,0.19,1.33,0.58,0.25,0.44,17
I,0.50,0.39,0.16,0.76,0.38,0.16,0.19,14
F,0.53,0.43,0.17,0.78,0.35,0.15,0.24,17
I,0.45,0.33,0.10,0.44,0.16,0.08,0.17,13
F,0.59,0.42,0.16,0.70,0.30,0.15,0.20,12
I,0.44,0.36,0.17,0.44,0.16,0.11,0.14,16
M,0.29,0.23,0.08,0.13,0.05,0.03,0.05,10
I,0.56,0.46,0.17,0.84,0.31,0.19,0.30,15
I,0.66,0.52,0.15,1.25,0.53,0.28,0.32,15
F,0.58,0.46,0.19,1.02,0.35,0.20,0.32,10
I,0.63,0.43,0.18,1.41,0.57,0.30,0.40,12
I,0.62,0.49,0.17,1.21,0.48,0.30,0.33,15
F,0.64,0.50,0.15,1.07,0.37,0.27,0.36,8
F,0.51,0.38,0.12,0.59,0.26,0.12,0.17,10
I,0.50,0.40,0.12,0.54,0.22,0.11,0.18,9
M,0.31,0.25,0.10,0.15,0.05,0.03,0.05,7
F,0.51,0.38,0.15,0.65,0.29,0.19,0.17,12
I,0.42,0.31,0.11,0.28,0.09,0.08,0.10,9
M,0.40,0.32,0.11,0.29,0.11,0.04,0.11,10
M,0.43,0.32,0.13,0.35,0.11,0.06,0.13,18
M,0.31,0.24,0.06,0.12,0.04,0.03,0.04,11
F,0.47,0.35,0.13,0.49,0.19,0.10,0.16,18
F,0.47,0.36,0.12,0.48,0.19,0.11,0.16,10
M,0.35,0.26,0.09,0.21,0.10,0.05,0.06,13
I,0.52,0.42,0.16,0.60,0.21,0.14,0.26,15
F,0.48,0.37,0.13,0.48,0.19,0.11,0.15,12
F,0.41,0.32,0.11,0.32,0.13,0.07,0.10,10
M,0.26,0.20,0.07,0.10,0.04,0.03,0.03,6
I,0.58,0.45,0.17,0.93,0.36,0.21,0.26,13
I,0.57,0.44,0.16,0.78,0.27,0.17,0.29,14
M,0.26,0.19,0.08,0.09,0.04,0.02,0.03,6
F,0.53,0.39,0.13,0.67,0.29,0.15,0.18,10
M,0.34,0.26,0.10,0.21,0.08,0.03,0.07,9
I,0.52,0.38,0.14,0.53,0.18,0.12,0.19,11
F,0.64,0.50,0.18,1.31,0.53,0.25,0.49,18
F,0.61,0.49,0.17,1.09,0.43,0.23,0.38,11
F,0.66,0.52,0.18,1.52,0.54,0.34,0.56,16
I,0.64,0.50,0.18,1.32,0.55,0.29,0.49,16
F,0.47,0.38,0.14,0.58,0.21,0.11,0.22,14
M,0.52,0.40,0.16,0.82,0.25,0.16,0.30,23
I,0.34,0.24,0.10,0.17,0.06,0.04,0.06,9
F,0.52,0.40,0.17,0.80,0.26,0.18,0.28,16
F,0.35,0.26,0.10,0.20,0.07,0.05,0.06,9
M,0.47,0.36,0.13,0.53,0.20,0.14,0.15,13
M,0.54,0.42,0.17,0.88,0.34,0.21,0.26,10
M,0.48,0.36,0.13,0.46,0.19,0.11,0.15,9
F,0.45,0.34,0.14,0.46,0.18,0.11,0.14,11
M,0.50,0.36,0.14,0.53,0.21,0.15,0.14,9
M,0.50,0.38,0.14,0.58,0.23,0.13,0.18,12
F,0.55,0.44,0.17,0.88,0.29,0.16,0.28,14
I,0.28,0.21,0.08,0.10,0.04,0.02,0.03,6
F,0.35,0.27,0.09,0.19,0.07,0.04,0.06,7
F,0.37,0.29,0.11,0.27,0.11,0.06,0.08,9
F,0.42,0.33,0.13,0.46,0.19,0.11,0.15,10
M,0.35,0.26,0.09,0.20,0.07,0.06,0.06,10
M,0.40,0.31,0.11,0.28,0.10,0.07,0.10,9
I,0.33,0.20,0.08,0.10,0.04,0.02,0.03,8
I,0.28,0.20,0.07,0.09,0.04,0.02,0.03,5
I,0.24,0.17,0.07,0.06,0.02,0.01,0.02,6
I,0.25,0.18,0.06,0.07,0.03,0.02,0.02,5
I,0.25,0.19,0.07,0.07,0.03,0.02,0.02,5
I,0.20,0.15,0.05,0.04,0.01,0.01,0.01,4
F,0.59,0.47,0.17,1.10,0.40,0.23,0.36,20
M,0.45,0.35,0.14,0.59,0.20,0.16,0.19,14
F,0.50,0.39,0.13,0.77,0.26,0.10,0.27,13
M,0.44,0.33,0.08,0.41,0.14,0.10,0.13,8
M,0.52,0.41,0.14,0.85,0.31,0.15,0.32,17
F,0.52,0.41,0.14,0.69,0.28,0.14,0.22,11
M,0.50,0.39,0.13,0.71,0.28,0.17,0.18,11
M,0.43,0.33,0.12,0.38,0.14,0.11,0.11,9
M,0.51,0.42,0.14,0.82,0.30,0.22,0.24,16
F,0.37,0.28,0.08,0.23,0.09,0.06,0.07,8
M,0.54,0.42,0.13,0.82,0.27,0.23,0.24,13
M,0.62,0.48,0.17,1.18,0.47,0.29,0.24,11
M,0.57,0.44,0.18,1.12,0.39,0.20,0.38,20
M,0.65,0.52,0.18,1.61,0.67,0.38,0.39,14
F,0.62,0.47,0.18,1.30,0.51,0.34,0.32,14
M,0.61,0.49,0.15,1.30,0.52,0.33,0.31,14
F,0.59,0.46,0.17,1.16,0.38,0.25,0.28,12
M,0.65,0.49,0.16,1.49,0.59,0.31,0.38,18
M,0.57,0.42,0.16,1.01,0.38,0.19,0.34,13
F,0.47,0.36,0.18,0.44,0.15,0.12,0.14,8
F,0.50,0.44,0.16,0.74,0.20,0.20,0.21,14
F,0.52,0.43,0.15,0.70,0.21,0.19,0.24,13
M,0.39,0.29,0.10,0.27,0.11,0.06,0.08,8
M,0.52,0.40,0.17,0.86,0.27,0.20,0.21,12
F,0.54,0.42,0.18,0.90,0.28,0.24,0.28,14
M,0.46,0.36,0.14,0.61,0.20,0.11,0.24,14
I,0.36,0.26,0.09,0.19,0.08,0.04,0.07,8
F,0.49,0.40,0.15,0.66,0.21,0.13,0.25,13
F,0.63,0.51,0.19,1.24,0.51,0.35,0.31,11
M,0.50,0.39,0.15,0.76,0.25,0.20,0.20,14
M,0.49,0.39,0.14,0.59,0.24,0.10,0.18,15
M,0.44,0.33,0.12,0.39,0.16,0.09,0.11,7
F,0.52,0.40,0.17,0.76,0.19,0.17,0.32,10
F,0.48,0.38,0.15,0.57,0.17,0.12,0.19,11
I,0.42,0.31,0.10,0.29,0.12,0.07,0.09,8
M,0.40,0.31,0.13,0.29,0.10,0.07,0.11,9
M,0.45,0.36,0.16,0.57,0.17,0.12,0.23,12
F,0.52,0.40,0.13,0.62,0.22,0.21,0.17,15
M,0.51,0.40,0.16,0.84,0.27,0.18,0.29,12
M,0.50,0.40,0.14,0.78,0.20,0.18,0.25,15
M,0.54,0.41,0.15,0.99,0.28,0.21,0.36,19
F,0.48,0.39,0.13,0.69,0.22,0.16,0.20,12
F,0.33,0.26,0.08,0.20,0.06,0.05,0.07,9
I,0.29,0.21,0.07,0.11,0.04,0.03,0.03,5
I,0.30,0.23,0.08,0.13,0.05,0.03,0.03,6
I,0.31,0.24,0.11,0.29,0.12,0.07,0.08,6
I,0.34,0.26,0.08,0.18,0.07,0.04,0.05,6
I,0.38,0.30,0.08,0.14,0.06,0.03,0.04,7
I,0.42,0.33,0.10,0.47,0.23,0.11,0.11,7
I,0.42,0.32,0.11,0.33,0.14,0.07,0.10,6
I,0.42,0.32,0.09,0.36,0.18,0.08,0.09,6
I,0.42,0.32,0.10,0.34,0.17,0.05,0.09,8
I,0.43,0.31,0.11,0.37,0.16,0.08,0.11,6
M,0.47,0.38,0.11,0.50,0.21,0.11,0.15,8
F,0.47,0.35,0.14,0.63,0.26,0.14,0.18,8
I,0.47,0.37,0.11,0.56,0.25,0.12,0.16,8
F,0.47,0.38,0.12,0.60,0.28,0.15,0.14,8
I,0.48,0.37,0.12,0.53,0.25,0.10,0.16,10
M,0.48,0.37,0.14,0.63,0.34,0.10,0.16,7
M,0.50,0.40,0.13,0.77,0.37,0.16,0.21,8
I,0.51,0.39,0.19,0.61,0.27,0.14,0.17,7
M,0.53,0.43,0.19,0.87,0.46,0.17,0.20,9
M,0.54,0.42,0.12,0.81,0.39,0.15,0.22,9
M,0.55,0.45,0.15,0.88,0.39,0.15,0.26,11
F,0.57,0.44,0.15,0.98,0.45,0.24,0.25,9
M,0.58,0.46,0.18,1.15,0.48,0.28,0.33,11
M,0.59,0.46,0.16,1.09,0.50,0.22,0.29,9
M,0.59,0.48,0.16,1.26,0.57,0.27,0.34,9
M,0.60,0.49,0.19,1.19,0.48,0.20,0.36,10
F,0.60,0.48,0.14,1.44,0.59,0.19,0.32,9
F,0.60,0.50,0.16,1.33,0.62,0.28,0.35,8
F,0.60,0.49,0.17,1.14,0.59,0.22,0.29,9
M,0.61,0.48,0.18,1.20,0.54,0.28,0.31,10
F,0.63,0.49,0.16,1.33,0.67,0.26,0.33,10
M,0.63,0.50,0.19,1.36,0.58,0.31,0.38,10
M,0.64,0.59,0.20,1.65,0.72,0.33,0.47,12
F,0.64,0.50,0.18,1.50,0.59,0.31,0.43,11
F,0.66,0.55,0.17,1.62,0.66,0.30,0.51,12
I,0.66,0.53,0.22,1.79,0.67,0.36,0.41,11
M,0.66,0.54,0.20,1.79,0.73,0.32,0.54,15
F,0.68,0.56,0.21,1.93,0.71,0.36,0.45,13
F,0.68,0.55,0.18,1.69,0.69,0.37,0.47,13
F,0.69,0.55,0.18,1.66,0.87,0.27,0.44,9
F,0.70,0.53,0.20,2.05,0.75,0.42,0.61,14
F,0.70,0.53,0.19,1.60,0.71,0.37,0.43,10
F,0.73,0.57,0.17,2.02,1.07,0.42,0.44,10
I,0.21,0.15,0.07,0.04,0.02,0.01,0.01,4
I,0.23,0.17,0.07,0.06,0.02,0.01,0.02,4
I,0.23,0.18,0.05,0.06,0.02,0.01,0.02,5
I,0.28,0.20,0.07,0.09,0.03,0.02,0.03,4
I,0.28,0.21,0.06,0.11,0.04,0.03,0.03,5
I,0.28,0.22,0.08,0.13,0.07,0.02,0.03,5
I,0.30,0.22,0.07,0.13,0.05,0.03,0.04,6
I,0.31,0.23,0.08,0.16,0.07,0.04,0.04,6
I,0.32,0.24,0.07,0.15,0.06,0.03,0.05,7
I,0.34,0.27,0.07,0.19,0.06,0.04,0.07,7
I,0.37,0.29,0.08,0.25,0.11,0.06,0.07,6
I,0.38,0.29,0.09,0.24,0.12,0.04,0.07,6
I,0.39,0.30,0.10,0.28,0.12,0.06,0.08,7
I,0.41,0.31,0.07,0.32,0.16,0.07,0.09,6
I,0.42,0.33,0.10,0.33,0.14,0.07,0.10,7
I,0.44,0.34,0.11,0.39,0.18,0.08,0.11,7
I,0.44,0.35,0.12,0.55,0.27,0.11,0.13,6
I,0.44,0.33,0.10,0.42,0.19,0.09,0.11,6
I,0.44,0.36,0.12,0.50,0.23,0.11,0.13,7
I,0.45,0.35,0.13,0.48,0.22,0.09,0.12,6
I,0.45,0.35,0.12,0.47,0.20,0.11,0.13,8
F,0.46,0.35,0.12,0.46,0.19,0.10,0.14,7
F,0.46,0.35,0.12,0.46,0.20,0.11,0.12,6
I,0.46,0.35,0.12,0.42,0.20,0.09,0.11,7
I,0.46,0.35,0.12,0.42,0.19,0.10,0.11,6
I,0.47,0.36,0.11,0.47,0.23,0.10,0.12,7
M,0.47,0.34,0.11,0.49,0.23,0.10,0.12,9
I,0.48,0.39,0.11,0.57,0.31,0.10,0.14,7
I,0.48,0.36,0.11,0.47,0.20,0.11,0.12,8
M,0.48,0.37,0.10,0.51,0.24,0.10,0.14,8
M,0.50,0.38,0.15,0.62,0.27,0.17,0.15,7
I,0.50,0.38,0.11,0.49,0.22,0.09,0.13,7
I,0.51,0.39,0.12,0.60,0.24,0.14,0.19,7
M,0.52,0.40,0.12,0.65,0.29,0.14,0.17,9
M,0.53,0.42,0.14,0.79,0.39,0.19,0.20,7
M,0.53,0.43,0.13,0.81,0.40,0.17,0.20,8
F,0.53,0.42,0.17,0.83,0.41,0.21,0.15,6
M,0.53,0.41,0.14,0.68,0.31,0.14,0.18,6
F,0.53,0.41,0.15,0.89,0.41,0.23,0.22,8
M,0.54,0.44,0.14,0.73,0.33,0.16,0.21,9
F,0.55,0.43,0.13,0.96,0.55,0.16,0.22,8
F,0.56,0.43,0.14,0.96,0.44,0.22,0.24,7
F,0.57,0.45,0.15,1.00,0.50,0.19,0.25,9
F,0.57,0.44,0.14,0.86,0.39,0.20,0.23,8
M,0.58,0.45,0.16,0.95,0.43,0.21,0.26,7
F,0.58,0.45,0.15,0.89,0.41,0.18,0.24,8
F,0.59,0.45,0.16,0.90,0.41,0.22,0.23,8
M,0.59,0.47,0.14,1.05,0.47,0.26,0.26,7
F,0.60,0.47,0.16,1.18,0.54,0.27,0.31,9
F,0.60,0.47,0.15,1.08,0.49,0.22,0.29,9
F,0.60,0.47,0.15,1.03,0.41,0.27,0.29,11
F,0.60,0.46,0.15,0.93,0.40,0.22,0.25,8
F,0.60,0.46,0.15,1.24,0.60,0.27,0.29,8
M,0.60,0.46,0.15,1.25,0.53,0.27,0.29,9
M,0.61,0.48,0.15,1.15,0.56,0.27,0.26,8
F,0.62,0.49,0.16,1.16,0.50,0.25,0.32,10
F,0.62,0.50,0.17,1.33,0.60,0.30,0.36,10
M,0.62,0.47,0.16,1.20,0.51,0.32,0.29,8
F,0.62,0.51,0.18,1.27,0.54,0.32,0.32,9
F,0.62,0.49,0.18,1.22,0.55,0.25,0.35,10
F,0.62,0.48,0.16,1.32,0.69,0.23,0.33,9
M,0.63,0.48,0.17,1.36,0.67,0.27,0.34,10
F,0.63,0.49,0.17,1.13,0.48,0.24,0.32,9
F,0.63,0.49,0.18,1.11,0.45,0.22,0.36,8
F,0.63,0.50,0.20,1.43,0.66,0.34,0.38,11
F,0.63,0.50,0.15,1.15,0.55,0.27,0.29,9
M,0.63,0.48,0.17,1.29,0.60,0.27,0.35,8
F,0.64,0.50,0.18,1.60,0.62,0.32,0.37,11
F,0.64,0.50,0.20,1.30,0.56,0.30,0.37,11
