Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,never smoked,social drinker,Strongly Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,i am always on time,sometimes,Neutral,Agree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Agree,Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,few hours a day,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,19,164,53,4,female,right handed,secondary school,no,village,house/bungalow
Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Neutral,Agree,Disagree,Agree,Disagree,Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,tried smoking,social drinker,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,i am often early,sometimes,Agree,Agree,Strongly Disagree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,most of the day,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Agree,20,187,56,2,male,right handed,secondary school,no,city,block of flats
Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,tried smoking,social drinker,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,i am always on time,sometimes,Strongly Disagree,Neutral,Agree,Strongly Agree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,few hours a day,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,21,176,62,1,female,right handed,secondary school,no,city,block of flats
Strongly Agree,Neutral,Disagree,Neutral,Neutral,Agree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,never smoked,social drinker,Neutral,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Agree,Strongly Disagree,Disagree,i am often early,everytime it suits me,Disagree,Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,few hours a day,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,17,158,70,0,female,right handed,secondary school,yes,village,house/bungalow
Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,tried smoking,social drinker,Neutral,Strongly Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Agree,i am always on time,sometimes,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Agree,Neutral,few hours a day,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,25,174,67,2,male,right handed,masters degree,no,city,house/bungalow
Strongly Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Neutral,tried smoking,social drinker,Disagree,Disagree,Neutral,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,i am often running late,only to avoid hurting someone,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Neutral,Neutral,most of the day,Agree,Neutral,Neutral,Neutral,Agree,Neutral,Neutral,20,170,58,1,female,left handed,secondary school,no,city,block of flats
Strongly Agree,Agree,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,tried smoking,drink a lot,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,i am always on time,everytime it suits me,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Disagree,few hours a day,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,21,173,58,1,female,right handed,secondary school,no,city,block of flats
Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,current smoker,drink a lot,Agree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Neutral,Agree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Strongly Disagree,Neutral,i am always on time,only to avoid hurting someone,Strongly Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,most of the day,Neutral,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,22,185,90,1,male,right handed,college/bachelor degree,no,city,block of flats
Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Disagree,current smoker,drink a lot,Agree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Disagree,Agree,i am always on time,only to avoid hurting someone,Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,few hours a day,Disagree,Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Agree,25,178,77,1,male,right handed,college/bachelor degree,no,city,block of flats
Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,tried smoking,drink a lot,Agree,Neutral,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Agree,Strongly Disagree,Neutral,i am always on time,sometimes,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Agree,few hours a day,Agree,Agree,Strongly Disagree,Neutral,Neutral,Disagree,Agree,19,166,55,0,female,right handed,secondary school,yes,city,block of flats
Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Neutral,tried smoking,social drinker,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Neutral,i am often running late,only to avoid hurting someone,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,few hours a day,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,25,167,64,2,female,right handed,masters degree,no,city,block of flats
Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,former smoker,social drinker,Agree,Neutral,Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Agree,i am often running late,sometimes,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Neutral,few hours a day,Neutral,Agree,Disagree,Disagree,Agree,Disagree,Disagree,25,169,60,1,female,right handed,masters degree,no,city,block of flats
Strongly Agree,Agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Neutral,tried smoking,social drinker,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Disagree,Agree,i am always on time,sometimes,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Disagree,few hours a day,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Agree,21,168,60,0,female,right handed,secondary school,yes,city,house/bungalow
Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Neutral,Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Disagree,never smoked,social drinker,Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Neutral,i am always on time,never,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Neutral,few hours a day,Agree,Agree,Neutral,Strongly Disagree,Disagree,Neutral,Agree,20,178,65,2,male,right handed,secondary school,no,city,block of flats
