Class,Cap Shape,Cap Surface,Cap Color,Bruises?,Odor,Gill Attachment,Gill Spacing,Gill Size,Gill Color,Stalk Shape,Stalk Root,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Color,Ring Number,Ring Type,Spore Print Color,Population,Habitat
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Flat,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Solitary,Grasses
Poisonous,Flat,Scaly,White,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Urban
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Poisonous,Flat,Scaly,White,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Urban
Edible,Bell,Smooth,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Smooth,White,Yes,Anise,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Purple,Several,Woods
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Poisonous,Flat,Smooth,White,Yes,Pungent,Free,Close,Narrow,Black,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Urban
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,White,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Grasses
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Flat,Scaly,Brown,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Smooth,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Poisonous,Convex,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Urban
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Poisonous,Flat,Scaly,White,Yes,Pungent,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Scaly,White,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
Edible,Convex,Smooth,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Poisonous,Flat,Scaly,White,Yes,Pungent,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Urban
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Poisonous,Flat,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,Brown,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Urban
Poisonous,Flat,Scaly,Brown,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Grasses
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
Poisonous,Flat,Scaly,White,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Urban
Edible,Convex,Scaly,Yellow,Yes,Anise,Free,Close,Broad,Brown,Enlarging,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Grasses
Poisonous,Flat,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,Pink,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Grasses
Edible,Flat,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Poisonous,Flat,Smooth,Brown,Yes,Pungent,Free,Close,Narrow,White,Enlarging,Equal,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Grasses
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Flat,Fibrous,White,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Flat,Smooth,Yellow,Yes,Almond,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,White,Yes,Almond,Free,Crowded,Narrow,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Bell,Scaly,White,Yes,Anise,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
Edible,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Gray,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Smooth,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Abundant,Grasses
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Smooth,Brown,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Scaly,Yellow,Yes,Almond,Free,Close,Broad,Pink,Enlarging,Rooted,Smooth,Scaly,White,White,White,One,Pendant,Brown,Scattered,Paths
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Brown,No,None,Free,Crowded,Broad,Chocolate,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Scaly,White,Yes,Almond,Free,Close,Broad,Black,Enlarging,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Meadows
Edible,Convex,Smooth,Brown,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
Edible,Flat,Smooth,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Smooth,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,White,No,None,Free,Crowded,Broad,Black,Tapering,Equal,Fibrous,Fibrous,White,White,White,One,Evanescent,Black,Scattered,Grasses
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Fibrous,White,No,None,Free,Crowded,Broad,Pink,Tapering,Equal,Smooth,Fibrous,White,White,White,One,Evanescent,Brown,Abundant,Grasses
Edible,Convex,Smooth,White,Yes,Almond,Free,Close,Broad,Brown,Enlarging,Club,Smooth,Smooth,White,White,White,One,Pendant,Black,Numerous,Meadows
Edible,Flat,Smooth,Gray,No,None,Free,Crowded,Broad,Brown,Tapering,Equal,Fibrous,Smooth,White,White,White,One,Evanescent,Brown,Scattered,Grasses
