Month,DayofMonth,DayOfWeek,DepTime,TimeOfDay,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
December,5,Sunday,1508,Afternoon,HP,ORD,LAS,1515,N
July,18,Monday,1742,Afternoon,AA,DFW,BOS,1562,N
February,15,Tuesday,1025,Morning,WN,OAK,PHX,646,Y
November,13,Sunday,2021,Evening,F9,PDX,DEN,992,Y
November,8,Tuesday,1443,Afternoon,CO,IAH,ATL,689,N
April,1,Friday,2012,Evening,FL,ATL,DFW,732,N
April,5,Tuesday,552,Night,MQ,BOS,DCA,399,N
September,25,Sunday,1615,Afternoon,WN,AUS,HOU,148,N
April,2,Sunday,2044,Evening,WN,HOU,DAL,239,Y
February,16,Wednesday,1121,Morning,US,PHX,ONT,325,N
February,3,Wednesday,550,Night,OH,TYS,LGA,647,N
January,22,Sunday,1555,Afternoon,EV,TYS,ATL,152,Y
August,21,Sunday,2139,Evening,UA,IAD,DEN,1452,N
February,28,Monday,1024,Morning,AA,DFW,SJU,2165,Y
September,28,Tuesday,855,Morning,EV,CVG,AVL,275,N
March,19,Sunday,738,Morning,AA,SNA,DFW,1205,N
September,15,Thursday,1104,Morning,OO,OAK,LAX,337,N
August,8,Monday,658,Morning,UA,OMA,DEN,472,N
January,3,Monday,819,Morning,AA,MCI,DFW,460,Y
December,20,Monday,1539,Afternoon,DH,IAD,RDU,224,Y
February,11,Thursday,2113,Evening,DL,ATL,BHM,134,N
May,22,Sunday,1255,Afternoon,XE,IAH,STL,668,N
October,18,Tuesday,1707,Afternoon,US,ORD,PHX,1440,Y
May,12,Wednesday,1531,Afternoon,NW,MSP,LGA,1020,N
December,16,Friday,1810,Evening,OO,CVG,ORD,264,Y
November,7,Monday,2122,Evening,AA,MIA,RDU,700,N
January,28,Friday,744,Morning,US,PBI,PHL,951,N
March,29,Tuesday,1420,Afternoon,YV,CHS,CLT,168,N
July,4,Sunday,843,Morning,OH,CVG,MKE,318,N
December,29,Thursday,603,Morning,WN,BOI,OAK,511,N
June,20,Monday,1432,Afternoon,US,JAX,PHL,742,N
May,23,Monday,1701,Afternoon,NW,CMH,DTW,155,N
December,23,Friday,2126,Evening,NW,DTW,MSP,528,Y
June,4,Sunday,1630,Afternoon,AA,BHM,DFW,597,N
June,15,Tuesday,1510,Afternoon,AA,LAX,STL,1593,N
October,4,Tuesday,1929,Evening,NW,DTW,BNA,457,Y
May,11,Wednesday,1721,Afternoon,US,PHL,MCO,861,Y
December,9,Thursday,2129,Evening,FL,ATL,DTW,594,Y
January,21,Friday,1901,Evening,DL,ATL,SAT,874,N
June,27,Sunday,2359,Evening,HP,LAS,SAN,258,N
April,4,Sunday,839,Morning,OO,SFO,ACV,250,N
May,31,Tuesday,1036,Morning,OH,MSN,CVG,373,N
February,15,Tuesday,937,Morning,NW,MEM,XNA,258,N
June,29,Wednesday,1844,Evening,UA,DEN,DTW,1123,N
July,8,Thursday,1905,Evening,OH,CVG,TOL,181,N
April,2,Sunday,1435,Afternoon,EV,ATL,DHN,171,Y
November,8,Monday,1158,Morning,NW,BDL,DTW,548,N
January,1,Sunday,1720,Afternoon,AA,LAX,LIH,2615,N
July,28,Wednesday,1414,Afternoon,HA,OGG,KOA,84,N
July,28,Wednesday,1121,Morning,OO,FAT,DEN,844,N
April,18,Monday,1223,Afternoon,AA,DEN,DFW,641,N
June,15,Tuesday,1900,Evening,XE,CLE,ORF,435,N
May,12,Thursday,1506,Afternoon,AA,DFW,IAH,224,N
March,5,Friday,828,Morning,UA,IAD,STT,1605,N
August,5,Thursday,929,Morning,UA,PVD,ORD,849,N
May,12,Wednesday,1648,Afternoon,OO,LAX,SMF,373,N
November,2,Wednesday,754,Morning,FL,IND,LAX,1814,N
August,8,Sunday,1524,Afternoon,DL,ATL,CHS,259,N
May,31,Monday,2026,Evening,F9,LAX,DEN,862,N
July,16,Sunday,1809,Evening,DL,DEN,ATL,1199,Y
May,18,Wednesday,1217,Afternoon,MQ,MDW,DFW,797,N
July,16,Sunday,643,Morning,NW,FNT,DTW,56,N
November,17,Wednesday,720,Morning,OH,BHM,CVG,396,N
September,11,Sunday,1146,Morning,MQ,BOS,RDU,612,N
October,12,Wednesday,1119,Morning,WN,SEA,SLC,689,N
November,19,Friday,641,Morning,OO,SGU,LAX,348,N
January,9,Sunday,1825,Evening,UA,DEN,IND,977,N
November,27,Sunday,1855,Evening,WN,ORF,JAX,543,N
September,3,Sunday,1126,Morning,AA,LAX,SAT,1210,N
February,2,Tuesday,844,Morning,UA,SFO,ORD,1846,N
April,29,Thursday,2150,Evening,OH,CVG,AZO,225,N
October,30,Sunday,1655,Afternoon,XE,AVL,EWR,583,N
May,19,Thursday,625,Morning,NW,DFW,MEM,432,N
September,27,Tuesday,851,Morning,UA,IAD,TPA,810,N
November,27,Sunday,1154,Morning,US,BDL,DCA,313,N
April,14,Wednesday,1451,Afternoon,XE,MOB,IAH,427,N
June,12,Sunday,730,Morning,WN,MDW,STL,251,N
December,6,Monday,709,Morning,NW,BOS,DTW,632,N
April,12,Monday,721,Morning,NW,MKE,MCO,1066,N
April,16,Friday,1345,Afternoon,WN,HOU,MDW,937,N
June,7,Tuesday,1443,Afternoon,AA,DFW,ORD,802,N
October,11,Tuesday,1152,Morning,AA,MIA,IAH,964,N
August,4,Thursday,1731,Afternoon,CO,IAH,SAT,191,N
November,20,Sunday,2009,Evening,MQ,DFW,DSM,624,Y
November,7,Monday,1438,Afternoon,CO,IAH,MFE,316,N
April,4,Sunday,2040,Evening,WN,AUS,HOU,148,Y
December,9,Thursday,1439,Afternoon,UA,MCO,DEN,1545,N
July,12,Tuesday,1503,Afternoon,US,PHX,DFW,868,N
October,20,Thursday,2350,Evening,FL,BWI,BOS,370,Y
November,21,Sunday,1104,Morning,B6,JFK,TPA,1005,N
January,21,Thursday,1741,Afternoon,XE,MDW,CLE,307,N
March,30,Wednesday,834,Morning,DL,RNO,ATL,1993,N
January,12,Wednesday,654,Morning,EV,SGF,ATL,563,N
March,6,Sunday,1619,Afternoon,NW,BIS,MSP,386,N
April,7,Thursday,655,Morning,UA,SAT,ORD,1041,N
March,6,Sunday,1205,Afternoon,OH,CAK,CVG,214,N
October,4,Monday,720,Morning,OH,MKE,CVG,318,N
November,4,Thursday,1204,Afternoon,CO,IAH,SAN,1303,N
June,13,Monday,1738,Afternoon,MQ,DFW,AMA,313,N
January,8,Sunday,1740,Afternoon,EV,CSG,ATL,83,N
March,12,Friday,1859,Evening,DL,ATL,PNS,272,N
May,20,Thursday,2328,Evening,DL,ATL,RSW,515,Y
March,25,Thursday,858,Morning,EV,OKC,SLC,866,N
November,27,Sunday,1552,Afternoon,MQ,SAN,SJC,417,N
December,17,Sunday,1940,Evening,MQ,ORD,GRB,174,N
September,29,Wednesday,1426,Afternoon,EV,ATL,FNT,644,N
September,16,Thursday,927,Morning,MQ,RDU,BOS,612,N
December,26,Sunday,1931,Evening,DL,ATL,LGA,761,N
August,2,Tuesday,1805,Evening,OH,GSO,CVG,330,N
April,10,Sunday,1247,Afternoon,DL,SFO,CVG,2036,N
March,19,Friday,1442,Afternoon,FL,MCO,ATL,403,N
December,23,Friday,1355,Afternoon,WN,SLC,PHX,507,Y
October,28,Friday,1754,Afternoon,WN,FLL,ISP,1093,N
August,8,Monday,930,Morning,EV,DTW,ATL,594,N
May,22,Sunday,1512,Afternoon,OO,SLC,SGU,269,N
November,24,Wednesday,806,Morning,AS,SFO,LAX,337,N
August,25,Thursday,2239,Evening,B6,JFK,ROC,264,N
March,4,Thursday,1623,Afternoon,OH,CVG,MSN,373,N
June,18,Friday,1156,Morning,OO,ORD,RAP,780,N
February,6,Sunday,1405,Afternoon,WN,MCO,SDF,718,N
March,4,Thursday,732,Morning,OO,IAH,TYR,163,N
April,13,Wednesday,1253,Afternoon,HA,HNL,KOA,163,N
April,3,Sunday,1712,Afternoon,WN,OAK,LAX,337,Y
August,12,Friday,1431,Afternoon,DL,CVG,ATL,373,N
November,15,Monday,1200,Afternoon,WN,LAX,PHX,370,N
December,15,Thursday,1624,Afternoon,CO,CLE,LGA,418,Y
July,16,Sunday,722,Morning,US,BOS,SJU,1674,N
August,4,Thursday,954,Morning,WN,PHX,SAN,304,N
October,17,Monday,722,Morning,UA,MSP,ORD,334,Y
April,21,Thursday,1535,Afternoon,YV,CLT,MGM,372,N
May,14,Friday,1411,Afternoon,NW,ABQ,MSP,981,N
January,22,Sunday,653,Morning,YV,LGB,PHX,355,N
December,31,Friday,1715,Afternoon,AA,DAY,DFW,861,N
November,28,Sunday,1014,Morning,MQ,BOS,LGA,185,Y
January,30,Sunday,2232,Evening,OO,LAX,CLD,86,N
January,8,Sunday,555,Night,AA,OAK,DFW,1456,N
March,1,Tuesday,630,Morning,DL,SJC,SLC,585,N
September,15,Wednesday,1950,Evening,WN,BNA,CLE,448,N
March,8,Monday,1727,Afternoon,CO,IAH,SAT,191,N
May,31,Tuesday,1812,Evening,WN,TPA,FLL,197,Y
November,7,Sunday,558,Night,UA,SFO,PDX,550,N
February,6,Sunday,2103,Evening,OO,DEN,OKC,495,N
February,26,Sunday,915,Morning,UA,SAN,SFO,447,N
June,13,Sunday,731,Morning,NW,LIT,MEM,129,Y
April,26,Tuesday,1736,Afternoon,AS,GEG,SEA,224,N
October,9,Sunday,1505,Afternoon,WN,MHT,BNA,938,N
April,4,Monday,2253,Evening,AS,SEA,ANC,1449,Y
February,20,Sunday,1646,Afternoon,OO,ORD,ALB,723,N
June,13,Monday,1000,Morning,OH,TOL,CVG,181,N
August,29,Monday,555,Night,NW,RIC,DTW,456,N
February,28,Monday,813,Morning,DL,LGA,MCO,950,N
May,21,Friday,1530,Afternoon,WN,MCI,MDW,405,N
February,7,Monday,1713,Afternoon,UA,DEN,SAN,853,N
June,3,Friday,1939,Evening,AA,MCO,MIA,193,N
August,17,Tuesday,1902,Evening,OH,CVG,TRI,216,N
May,26,Thursday,1541,Afternoon,YV,CLT,RIC,256,N
November,11,Thursday,924,Morning,WN,HOU,DAL,239,Y
October,8,Sunday,2118,Evening,WN,MDW,MCI,405,Y
October,11,Tuesday,1412,Afternoon,UA,SAT,DEN,794,N
December,31,Friday,720,Morning,NW,MSP,LGA,1020,Y
May,9,Monday,1116,Morning,DL,SLC,ATL,1589,N
October,24,Monday,1842,Evening,XE,CHS,EWR,628,Y
November,17,Wednesday,1627,Afternoon,WN,TPA,SDF,727,Y
November,26,Friday,2004,Evening,UA,EWR,ORD,719,N
January,16,Sunday,1015,Morning,UA,JFK,LAX,2475,Y
July,31,Sunday,1903,Evening,XE,IAH,HSV,595,N
November,20,Sunday,1910,Evening,WN,AUS,LAS,1090,N
August,10,Wednesday,1549,Afternoon,MQ,ORD,CID,196,Y
October,1,Sunday,1116,Morning,WN,LAS,TUS,365,Y
May,13,Thursday,955,Morning,HP,JFK,PHX,2153,N
July,15,Friday,1110,Morning,WN,TPA,AUS,928,N
January,3,Sunday,1203,Afternoon,DL,ATL,VPS,264,Y
November,23,Tuesday,2109,Evening,EV,BWI,ATL,576,N
September,16,Thursday,839,Morning,DL,ATL,JAX,270,N
February,25,Thursday,559,Night,AS,LAX,SEA,954,N
March,31,Thursday,1159,Morning,AA,DFW,DCA,1192,N
September,2,Friday,928,Morning,XE,ORD,CLE,316,N
November,1,Monday,751,Morning,OH,CVG,CAK,214,N
December,9,Thursday,1824,Evening,AA,MIA,DCA,920,N
September,25,Sunday,1218,Afternoon,XE,CLE,PVD,540,N
August,26,Friday,1040,Morning,OH,RIC,JFK,288,N
January,11,Monday,1639,Afternoon,AA,ORD,MIA,1197,N
May,20,Friday,1748,Afternoon,NW,PVD,MSP,1116,N
February,1,Monday,915,Morning,WN,STL,OKC,462,N
April,1,Thursday,722,Morning,OO,LAX,BFL,109,N
February,9,Tuesday,2354,Evening,B6,SEA,JFK,2421,N
May,31,Monday,2534,Evening,EV,ATL,HSV,151,Y
April,21,Wednesday,1035,Morning,WN,HOU,PHL,1335,N
May,19,Thursday,935,Morning,WN,LAX,ABQ,677,N
March,7,Sunday,608,Morning,OO,ELP,DEN,563,N
May,22,Sunday,851,Morning,MQ,AMA,DFW,313,N
November,18,Thursday,1758,Afternoon,CO,IAH,LAX,1379,N
August,23,Tuesday,2100,Evening,AA,DFW,TUL,237,Y
February,5,Sunday,1105,Morning,NW,MSP,LSE,120,N
November,6,Sunday,1559,Afternoon,XE,EWR,BUF,282,Y
November,5,Friday,1705,Afternoon,UA,ORD,SAN,1723,N
October,27,Wednesday,1125,Morning,OH,DCA,CVG,411,N
October,1,Sunday,2018,Evening,UA,BOS,DEN,1754,N
October,11,Monday,630,Morning,WN,BWI,MDW,611,N
November,5,Sunday,1954,Evening,AA,DFW,OKC,175,Y
February,21,Monday,1608,Afternoon,CO,SFO,EWR,2565,N
March,9,Wednesday,1116,Morning,US,PHL,ALB,212,N
August,11,Wednesday,1611,Afternoon,MQ,DFW,ACT,89,Y
April,12,Tuesday,1130,Morning,EV,MCO,MSY,550,N
August,26,Thursday,1955,Evening,DL,ATL,SAT,874,N
December,16,Friday,551,Night,B6,SYR,JFK,209,N
March,22,Tuesday,2209,Evening,AA,DFW,PHX,868,Y
October,5,Tuesday,1621,Afternoon,XE,IAH,STL,668,Y
May,25,Tuesday,832,Morning,DL,ATL,ORD,606,N
March,24,Wednesday,1741,Afternoon,FL,ATL,MDW,590,N
April,22,Thursday,1722,Afternoon,OH,JFK,STL,892,N
October,17,Sunday,1516,Afternoon,NW,SEA,MSP,1399,N
January,8,Sunday,1059,Morning,US,PHX,SJC,621,N
September,17,Sunday,1015,Morning,EV,ATL,BGR,1134,Y
May,5,Thursday,738,Morning,US,PHL,MCI,1038,N
October,20,Wednesday,735,Morning,UA,RIC,ORD,642,N
December,29,Thursday,2156,Evening,EV,ATL,OKC,761,Y
December,14,Wednesday,755,Morning,AA,MIA,DFW,1121,N
June,2,Wednesday,1509,Afternoon,UA,DFW,DEN,641,N
February,12,Friday,615,Morning,OH,GSP,CVG,317,N
November,11,Friday,1001,Morning,EV,ATL,VLD,208,N
December,30,Thursday,1005,Morning,WN,GEG,BOI,287,N
July,2,Friday,1353,Afternoon,AA,MCI,DFW,460,Y
April,3,Sunday,1755,Afternoon,WN,MAF,ELP,246,N
September,27,Tuesday,1431,Afternoon,NW,MEM,GPT,324,N
September,23,Thursday,1115,Morning,WN,IND,MCI,451,N
March,10,Wednesday,742,Morning,HP,ATL,PHX,1587,N
May,31,Monday,1426,Afternoon,AA,ORD,DFW,802,N
January,6,Wednesday,2052,Evening,OH,CVG,RDU,390,N
August,20,Sunday,1621,Afternoon,WN,SMF,SNA,404,N
May,10,Monday,600,Morning,UA,PHX,DEN,602,N
November,9,Tuesday,1647,Afternoon,WN,MDW,ABQ,1121,N
October,15,Sunday,1823,Evening,AS,SIT,JNU,95,N
February,23,Tuesday,1053,Morning,OO,SLC,GTF,463,N
December,20,Monday,1629,Afternoon,EV,CVG,CHA,278,N
November,17,Thursday,2000,Evening,MQ,ORD,CHA,501,Y
May,10,Monday,1938,Evening,AA,ORD,BOS,867,N
October,18,Monday,1727,Afternoon,NW,DTW,BNA,457,N
December,19,Sunday,640,Morning,F9,DTW,DEN,1123,N
November,1,Monday,1825,Evening,EV,ATL,CLE,554,N
February,9,Wednesday,731,Morning,XE,IAH,CVG,871,N
June,13,Sunday,1046,Morning,HA,PHX,HNL,2917,N
May,25,Tuesday,1425,Afternoon,WN,BDL,TPA,1111,N
February,3,Wednesday,1149,Morning,US,PIT,LGA,335,N
March,21,Sunday,1845,Evening,WN,OAK,MDW,1844,Y
August,10,Tuesday,1139,Morning,AA,TPA,STL,869,N
February,1,Tuesday,725,Morning,WN,STL,DTW,440,N
December,20,Monday,1728,Afternoon,OO,LAX,ONT,47,N
July,21,Wednesday,1404,Afternoon,AA,MIA,BOS,1258,Y
August,2,Monday,820,Morning,WN,BWI,MHT,377,N
May,28,Sunday,1116,Morning,UA,DEN,ORD,888,N
July,13,Tuesday,1944,Evening,DL,ATL,SFO,2139,Y
June,12,Sunday,948,Morning,UA,ORD,MSY,837,N
February,6,Sunday,952,Morning,MQ,SJC,SAN,417,N
January,29,Friday,700,Morning,EV,JAN,DFW,408,N
October,27,Thursday,1715,Afternoon,EV,GRR,ATL,640,Y
July,1,Thursday,2016,Evening,AA,OMA,DFW,583,Y
February,24,Thursday,1051,Morning,WN,SAT,DAL,248,N
September,6,Tuesday,1418,Afternoon,AA,STL,LAS,1372,Y
April,7,Thursday,2002,Evening,B6,IAD,BOS,413,Y
September,20,Monday,1915,Evening,FL,BWI,BOS,370,N
November,21,Monday,922,Morning,AA,AUS,DFW,190,N
May,6,Thursday,1040,Morning,WN,MHT,PHL,290,N
February,26,Friday,1227,Afternoon,MQ,LBB,DFW,282,N
July,20,Wednesday,711,Morning,UA,LAX,DFW,1235,N
February,2,Tuesday,1220,Afternoon,WN,PHX,MCI,1044,Y
February,14,Monday,1528,Afternoon,B6,EWR,MCO,938,N
July,25,Monday,2039,Evening,WN,BNA,TPA,612,N
June,10,Thursday,1936,Evening,WN,MDW,PIT,402,Y
November,15,Tuesday,652,Morning,MQ,FAT,LAX,209,N
October,2,Sunday,1632,Afternoon,YV,PHX,SBA,455,N
January,31,Monday,900,Morning,NW,DEN,MSP,680,N
October,17,Monday,2023,Evening,YV,FLG,PHX,119,Y
September,29,Thursday,1049,Morning,MQ,SYR,ORD,607,N
November,5,Sunday,907,Morning,NW,MSP,SJC,1576,N
July,23,Sunday,609,Morning,MQ,HSV,DFW,603,N
February,3,Thursday,1540,Afternoon,OO,FAT,SFO,158,Y
December,30,Thursday,936,Morning,HP,SJC,LAS,386,N
September,8,Wednesday,945,Morning,OH,CVG,PIT,256,N
April,11,Monday,658,Morning,XE,LIT,EWR,1069,N
August,4,Wednesday,1646,Afternoon,CO,CLE,LGA,418,Y
February,6,Sunday,1803,Evening,DL,ATL,DEN,1199,N
December,5,Monday,627,Morning,AA,LAX,JFK,2475,N
May,23,Sunday,940,Morning,WN,LAS,LAX,236,Y
December,1,Thursday,1328,Afternoon,OO,SLC,GJT,217,N
November,4,Thursday,1855,Evening,NW,MSP,BWI,936,N
March,10,Thursday,2050,Evening,XE,GSO,EWR,446,Y
April,21,Thursday,1139,Morning,MQ,CMH,ORD,296,N
November,15,Tuesday,1506,Afternoon,WN,SMF,BUR,358,N
November,2,Tuesday,825,Morning,AA,LAS,DFW,1055,N
November,15,Monday,1335,Afternoon,OH,CVG,AUS,958,N
April,24,Sunday,950,Morning,WN,BWI,BUF,281,N
June,15,Wednesday,755,Morning,WN,ONT,SMF,389,N
October,17,Sunday,1230,Afternoon,US,CLT,BOS,728,N
January,5,Tuesday,1652,Afternoon,DL,CVG,SAN,1865,N
July,10,Sunday,1125,Morning,OH,SRQ,CVG,812,N
February,18,Friday,2110,Evening,OO,SAT,ORD,1041,Y
February,9,Wednesday,1241,Afternoon,MQ,LEX,DFW,785,N
August,9,Tuesday,1920,Evening,WN,HOU,DAL,239,Y
June,1,Tuesday,1945,Evening,WN,HOU,AUS,148,N
August,11,Thursday,1846,Evening,AS,SEA,ANC,1449,Y
March,19,Friday,1231,Afternoon,NW,MKE,MSP,297,N
November,29,Monday,1404,Afternoon,AA,MIA,RDU,700,N
August,9,Monday,1549,Afternoon,DL,ATL,IAH,689,Y
December,27,Tuesday,1918,Evening,FL,TPA,ATL,406,Y
November,13,Sunday,1142,Morning,WN,SAN,MCI,1333,N
August,18,Thursday,749,Morning,DL,PNS,ATL,272,N
July,21,Wednesday,809,Morning,OO,LAX,ONT,47,N
December,5,Monday,1440,Afternoon,AQ,OGG,SAN,2541,N
April,5,Tuesday,1913,Evening,XE,IAH,ABQ,744,N
June,26,Sunday,1313,Afternoon,NW,MSP,MHT,1092,N
May,11,Wednesday,1510,Afternoon,WN,MCI,SMF,1442,N
January,21,Thursday,712,Morning,AA,DFW,ORF,1213,N
January,27,Thursday,2207,Evening,WN,RNO,PDX,444,Y
December,23,Thursday,1703,Afternoon,US,SJU,CLT,1474,N
December,26,Monday,2038,Evening,AA,DFW,MEM,432,Y
January,18,Monday,538,Night,DL,BDL,CVG,661,N
February,24,Thursday,1030,Morning,US,PHL,BWI,90,Y
March,6,Sunday,835,Morning,UA,LAX,BWI,2329,N
September,1,Wednesday,1442,Afternoon,XE,RIC,CLE,362,N
February,9,Tuesday,1718,Afternoon,AA,SJC,HNL,2416,N
July,27,Wednesday,908,Morning,CO,IAH,OAK,1628,N
July,1,Thursday,957,Morning,US,DCA,PIT,205,N
February,25,Friday,756,Morning,AA,SJU,BOS,1674,N
July,11,Monday,631,Morning,FL,PIT,ATL,526,N
February,25,Friday,1000,Morning,OH,PHL,CVG,507,N
May,30,Sunday,1025,Morning,DH,JFK,IAD,228,N
February,25,Thursday,938,Morning,AA,DFW,ELP,551,N
March,15,Monday,1057,Morning,US,PHL,SEA,2378,Y
October,17,Sunday,1536,Afternoon,UA,ORD,LAX,1745,Y
January,9,Sunday,1003,Morning,AA,DFW,SJU,2165,N
August,11,Wednesday,1033,Morning,OH,GSO,CVG,330,N
June,27,Monday,1120,Morning,OO,CWA,ORD,213,N
September,23,Friday,1123,Morning,OO,ABQ,SLC,493,Y
October,5,Wednesday,953,Morning,DL,FLL,ATL,581,N
November,5,Friday,606,Morning,CO,AUS,IAH,140,N
June,10,Thursday,645,Morning,FL,PIT,ATL,526,N
November,3,Thursday,1934,Evening,US,DTW,PHX,1671,N
June,11,Sunday,752,Morning,AA,DFW,STL,551,N
October,19,Wednesday,1736,Afternoon,OO,TUL,ORD,585,N
May,23,Monday,1158,Morning,MQ,ORD,PIA,130,N
February,15,Tuesday,552,Night,NW,BOS,DTW,632,N
June,29,Tuesday,829,Morning,DL,BOS,MCO,1121,N
July,20,Wednesday,1456,Afternoon,WN,PDX,SMF,479,Y
April,28,Thursday,725,Morning,WN,SMF,SAN,480,N
July,13,Wednesday,1611,Afternoon,AA,MIA,PHL,1013,N
May,20,Thursday,2005,Evening,OH,TOL,CVG,181,Y
June,30,Thursday,1710,Afternoon,WN,MCO,MCI,1072,N
September,8,Wednesday,1003,Morning,NW,GRR,MSP,408,N
July,17,Sunday,1005,Morning,YV,GUC,DEN,152,N
March,3,Thursday,1116,Morning,US,LAX,LAS,236,Y
May,11,Tuesday,1540,Afternoon,OH,AUS,CVG,958,N
November,17,Thursday,2222,Evening,AA,KOA,LAX,2504,N
November,13,Sunday,1130,Morning,WN,IND,BWI,515,N
December,2,Thursday,809,Morning,AA,BDL,DFW,1471,N
January,27,Thursday,710,Morning,WN,PDX,MDW,1751,N
October,17,Sunday,1650,Afternoon,WN,CLE,LAS,1825,Y
March,1,Tuesday,1150,Morning,DL,ATL,IAH,689,N
August,29,Monday,2100,Evening,WN,OAK,SAN,446,N
April,22,Friday,2010,Evening,OO,PHX,LAX,370,N
November,22,Monday,1900,Evening,WN,ELP,SAT,496,N
January,15,Sunday,1920,Evening,YV,BNA,IAD,542,Y
January,18,Monday,825,Morning,MQ,ORD,SGF,438,N
October,25,Monday,1100,Morning,OH,TLH,CVG,596,N
September,10,Friday,1123,Morning,OO,BOI,SLC,291,N
April,18,Sunday,1258,Afternoon,OH,FWA,CVG,136,N
October,1,Friday,1959,Evening,NW,MEM,MCO,683,N
May,22,Sunday,1500,Afternoon,WN,OAK,LAX,337,N
January,10,Monday,622,Morning,DL,SAN,ATL,1891,N
July,11,Sunday,745,Morning,WN,SAN,BWI,2295,N
June,16,Wednesday,2332,Evening,DL,ATL,TLH,223,N
July,4,Monday,653,Morning,B6,JFK,BUF,301,N
March,29,Tuesday,1113,Morning,UA,DEN,PDX,992,N
April,24,Sunday,1231,Afternoon,OO,LAX,SMX,135,N
October,24,Sunday,1702,Afternoon,US,PVD,DCA,357,N
December,11,Sunday,1033,Morning,WN,LAS,PIT,1910,N
May,19,Wednesday,1826,Evening,MQ,BNA,LGA,764,Y
December,22,Thursday,1702,Afternoon,FL,MCI,ATL,692,Y
March,10,Thursday,1126,Morning,MQ,LSE,ORD,215,N
April,23,Friday,930,Morning,WN,JAN,HOU,359,N
March,16,Tuesday,2012,Evening,DL,ATL,PIT,526,Y
October,21,Thursday,1455,Afternoon,OO,SFO,SBA,262,Y
April,12,Tuesday,1048,Morning,F9,PDX,DEN,992,N
May,14,Sunday,908,Morning,US,PHX,EWR,2133,N
September,15,Thursday,1356,Afternoon,WN,HOU,JAN,359,N
December,16,Friday,611,Morning,UA,MSY,DEN,1062,N
July,18,Sunday,1637,Afternoon,XE,CLE,DAY,162,N
January,15,Friday,740,Morning,CO,IAH,ORD,925,N
September,18,Sunday,1101,Morning,WN,LAS,PIT,1910,Y
October,23,Sunday,831,Morning,OO,SDF,ORD,286,N
February,27,Sunday,1412,Afternoon,XE,GSO,EWR,446,N
December,26,Sunday,814,Morning,FL,ATL,IAD,533,N
August,26,Friday,1251,Afternoon,YV,PVD,CLT,683,N
October,31,Sunday,800,Morning,WN,MDW,DTW,229,N
January,28,Thursday,1759,Afternoon,CO,FLL,IAH,965,N
July,24,Sunday,838,Morning,MQ,COS,ORD,911,Y
January,10,Sunday,914,Morning,CO,EWR,DFW,1372,N
December,29,Thursday,635,Morning,EV,CRP,ATL,876,N
May,15,Sunday,1116,Morning,MQ,FAT,LAX,209,N
December,4,Sunday,1849,Evening,AA,DFW,SAT,247,N
December,1,Thursday,823,Morning,EV,SHV,CVG,686,Y
April,18,Sunday,1403,Afternoon,MQ,BOS,LGA,185,N
October,26,Wednesday,2139,Evening,F9,DEN,LAX,862,N
August,19,Thursday,1145,Morning,WN,LAX,HOU,1390,Y
October,18,Monday,1001,Morning,B6,FLL,JFK,1069,N
September,8,Thursday,1109,Morning,WN,SJC,LAX,308,N
December,16,Friday,1600,Afternoon,AA,MCO,ORD,1005,Y
May,23,Monday,1239,Afternoon,XE,MIA,CLE,1080,N
August,11,Wednesday,856,Morning,AA,LAX,IAD,2288,N
November,1,Monday,1325,Afternoon,WN,SMF,PDX,479,N
August,30,Tuesday,655,Morning,AA,JFK,LAX,2475,N
December,26,Sunday,1659,Afternoon,UA,FLL,ORD,1182,Y
March,4,Friday,950,Morning,WN,LAS,MDW,1521,N
September,17,Friday,816,Morning,NW,LGA,MSP,1020,N
November,18,Friday,1453,Afternoon,F9,DEN,MDW,895,N
September,26,Monday,1450,Afternoon,AA,DFW,MCO,984,N
February,27,Sunday,1537,Afternoon,OO,ORD,CLE,316,N
July,25,Monday,529,Night,MQ,SBA,LAX,89,N
September,6,Tuesday,1156,Morning,FL,HPN,ATL,780,N
December,18,Sunday,1102,Morning,UA,MCI,ORD,403,N
February,5,Friday,932,Morning,AA,MCO,MIA,193,N
May,20,Thursday,750,Morning,OO,LAX,SBP,155,N
September,7,Tuesday,1613,Afternoon,AA,CMH,ORD,296,N
October,16,Sunday,1240,Afternoon,US,BOS,PHX,2300,N
December,21,Tuesday,1514,Afternoon,NW,MSP,ATL,906,N
February,8,Tuesday,825,Morning,YV,DRO,PHX,351,N
May,3,Monday,1313,Afternoon,AA,MCO,LAX,2217,N
November,29,Monday,2020,Evening,CO,EWR,ATL,745,Y
March,5,Friday,1854,Evening,UA,PDX,LAX,834,N
March,1,Tuesday,1012,Morning,OO,CEC,SFO,304,N
July,1,Thursday,2057,Evening,CO,IAH,SFO,1635,N
March,3,Thursday,745,Morning,FL,ROC,TPA,1079,N
September,17,Sunday,737,Morning,WN,MSY,DAL,437,N
July,22,Friday,911,Morning,NW,MEM,MCO,683,N
December,7,Tuesday,2034,Evening,MQ,ORD,ICT,588,N
November,27,Sunday,657,Morning,NW,DCA,MSP,931,Y
August,27,Sunday,2208,Evening,FL,ATL,SEA,2182,Y
January,19,Tuesday,750,Morning,WN,SAN,SMF,480,N
April,7,Thursday,201,Night,AS,ANC,SEA,1449,N
