Category,Description,Ash,Beta Carotene,Carbohydrate,Cholesterol,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat: Monosaturated Fat,Fat: Polysaturated Fat,Fat: Saturated Fat,Fat: Total Lipid,Major Minerals: Calcium,Major Minerals: Copper,Major Minerals: Iron,Major Minerals: Magnesium,Major Minerals: Phosphorus,Major Minerals: Potassium,Major Minerals: Sodium,Major Minerals: Zinc,Vitamins: Vitamin A - IU,Vitamins: Vitamin A - RAE,Vitamins: Vitamin B12,Vitamins: Vitamin B6,Vitamins: Vitamin C,Vitamins: Vitamin E,Vitamins: Vitamin K
Campbell'S Red & White,"Campbell'S Red & White,98% Fat Free Crm Of Chick Soup,Cond",2.41,0,8.06,8,0.800000012,56,0,0,0,0,1.61,0,0,0,0.810000002,0,85.9,0,0,0.806,2.02,0,0,0,0,0,69,476,0,323,0,0,0,0,0,0
Campbell,"Campbell,Prego Pasta,Chnky Grd Mshrm & Grn Pppr Ital Sau,Rts",0.71,0,13.08,0,3.099999905,85,0,0,0,0,1.54,0,0,0,7.690000057,0,81.6,0,0,0.769,3.08,15,0,0.55,0,0,308,362,0,385,0,0,0,2.8,0,0
Campbell,"Campbell,Prego Pasta,Chunky Garden Mushroom Italian Sau,Rts",7.35,0,10,0,2.299999952,69,0,0,0,0,1.54,0,0,0,7.690000057,0,78.8,0.385,1.154,0.385,2.31,0,0,0.55,0,0,354,354,0,385,0,0,0,1.8,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Diced Onion & Garlic Ital Sau,Rts",1.45,0,13.85,0,2.299999952,92,0,0,0,0,1.54,0,0,0,9.229999542,0,79.7,0,0,1.154,3.46,31,0,0.55,0,0,338,369,0,577,0,0,0,0.9,0,0
Campbell Soup Company,"Campbell Soup Company,Prego Pasta,Flav W/ Meat Ital Sau,Rts",1.5,0,14.62,4,2.299999952,100,0,0,0,0,1.54,0,0,0,9.229999542,0,78.5,0,0,0.769,3.85,15,0,0.83,0,0,277,438,0,385,0,0,0,1.8,0,0
Campbell Soup Company,"Campbell Soup Company,Prego Pasta,Frsh Mushroom Ital Sau,Rts",3.02,0,13.85,0,2.299999952,85,0,0,0,0,1.54,0,0,0,8.460000038,0,78.9,0,0,0.769,2.69,15,0,0.55,0,0,269,423,0,385,0,0,0,1.8,0,0
Campbell Soup,"Campbell Soup, Prego Pasta,Garlic Supreme Ital Sau,Rts",1.71,0,13.08,0,2.299999952,85,0,0,0,0,1.54,0,0,0,10,0,80.6,0,0,1.154,3.08,31,0,0.83,0,0,315,408,0,385,0,0,0,0.9,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Ital Sausge & Garlic Ital Sau,Rts",2.2,0,12.8,8,2.400000095,96,0,0,0,0,2.4,0,0,0,8,0,78.6,0,0,1.2,4,16,0,0.58,0,0,312,400,0,400,0,0,0,1,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Mini Meatball Ital Sau,Rts",2.82,0,15.38,8,2.299999952,115,0,0,0,0,3.08,0,0,0,9.229999542,0,74.1,0,0,1.538,4.62,15,0,0.83,0,0,277,500,0,385,0,0,0,1.8,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Mushrm & Grlic Ital Sau,Rts",2.38,0,13.85,0,2.299999952,77,0,0,0,0,1.54,0,0,0,10,0,80.7,0,0,0.385,1.54,15,0,0.55,0,0,331,392,0,385,0,0,0,0.9,0,0
Soup,"Soup,Clam Chowder,New Eng,Cnd,Prep W/ Eq Vlm Lofat (2%) Milk",1.4,2,7.4,7,0.300000012,61,1,0,0.081,0.794,3.24,37,0.176,4.4,2.809999943,0.081,85.55,0.29,0.229,0.843,2.01,68,0.121,1.21,12,174,184,358,0.4,126,37,4.8,0.07,2.1,0.22,0.5
Campbell Soup,"Campbell Soup,Prego Pasta,Mushrm & Parmesan Italian Sau,Rts",0.6,0,17.6,4,2.400000095,104,0,0,0,0,2.4,0,0,0,10.39999962,0,76.6,0,0,1.2,2.8,48,0,0.86,0,0,376,384,0,600,0,0,0,1,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Organic Mushroom Italian Sau,Rts",1.5,0,10.4,0,3.200000048,72,0,0,0,0,1.6,0,0,0,7.199999809,0,84.5,0,0,0,2,16,0,0.58,0,0,360,432,0,600,0,0,0,3.8,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Orgnic Tomato & Basil Ital Sau,Rts",1.9,0,12,0,3.200000048,72,0,0,0,0,1.6,0,0,0,8.800000191,0,82.5,0,0,0,2,32,0,0.58,0,0,360,432,0,600,0,0,0,4.8,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Ricotta Parmesan Italian Sau,Rts",1,0,14.4,4,2.400000095,88,0,0,0,0,2.4,0,0,0,9.600000381,0,79.8,0,0,0.8,2.4,48,0,0.58,0,0,360,440,0,400,0,0,0,1.9,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Rstd Garlic & Herb Ital Sau,Rts",2.01,0,13.08,0,2.299999952,85,0,0,0,0,1.54,0,0,0,8.460000038,0,80.3,0,0,0.769,3.08,15,0,0.55,0,0,308,408,0,577,0,0,0,1.8,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Rstd Garlic Parmesan Ital Sau,Rts",2.34,0,15.38,4,2.299999952,77,0,0,0,0,2.31,0,0,0,10,0,79.2,0,0,0.385,0.77,31,0,0.55,0,0,323,423,0,577,0,0,0,0.9,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Rstd Red Peppr & Grlc Ital Sau,Rts",0.9,0,15.2,0,2.400000095,96,0,0,0,0,1.6,0,0,0,9.600000381,0,79.1,0,0,0.4,3.2,16,0,0.58,0,0,320,424,0,800,0,0,0,1.9,0,0
Campbell Soup,"Campbell Soup,Prego Pasta,Tomato,Basil & Garlic Ital Sau,Rts",1,0,12.8,0,2.400000095,72,0,0,0,0,1.6,0,0,0,8.800000191,0,83,0,0,0.4,1.6,16,0,0.58,0,0,304,336,0,400,0,0,0,1,0,0
Campbel Company,"Campbel Company,Prego Pasta,Zesty Mushroom Italian Sau,Rts",1.72,0,13.85,0,2.299999952,85,0,0,0,0,1.54,0,0,0,9.229999542,0,80.2,0,0,0.769,2.69,15,0,0.28,0,0,354,408,0,385,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Chnky Micro Bowls,Bf W/ Contry Veg,Rts",0.82,0,8.57,8,2,61,0,0,0,0,4.08,0,0,0,1.220000029,0,85.3,0,0,0.612,1.22,8,0,0.29,0,0,0,367,0,2041,0,0,0,0.5,0,0
Campbell'S Chunky Microwavable Bwls,"Campbell'S Chunky Microwavable Bwls,Chck Dmplings Soup",1.01,0,7.35,10,1.200000048,78,0,0,0,0,3.27,0,0,0,0.819999993,0,84.7,0,0,0.816,3.67,8,0,0,0,0,0,363,0,1020,0,0,0,0,0,0
Soup,"Soup,Crm Of Mushroom,Cnd,Prep W/ Eq Volume Lofat (2%) Milk",1.3,2,5.66,4,0,67,0,0,0.041,0.252,2.49,32,0.118,2.4,3.329999924,0.041,86.69,0.825,0.728,1.317,3.86,66,0.08,0.55,8,62,108,332,0.32,112,33,0.24,0.02,0.1,0.41,0.9
Campbell Soup Company,"Campbell Soup Company,Chnky Micro Bowls,Clssc Chic Noodl,Rts",1.3,0,5.71,10,0.800000012,45,0,0,0,0,3.27,0,0,0,1.220000029,0,88.9,0,0,0.408,0.82,8,0,0,0,0,0,343,0,1224,0,0,0,0,0,0
Campbell Soup Comp,"Campbell Soup Comp,Chnky Micro Bowl,Grlld Chic&Saus Gmbo,Rts",0.98,0,7.35,6,1.200000048,49,0,0,0,0,2.86,0,0,0,2.039999962,0,87.8,0,0,0.408,1.02,16,0,0.15,0,0,0,318,0,163,0,0,0,0,0,0
Soup,"Soup,Crm Of Onion,Cnd,Prep W/ Eq Volume Milk",1.5,0,7.4,13,0.300000012,75,0,0,0.1,0.244,2.74,14,0.11,0,0,0.039,84.5,1.32,0.64,1.63,3.78,72,0.06,0.28,9,62,125,405,0.25,182,21,0.2,0.03,1,0,0
Campbell Soup Comp,"Campbell Soup Comp,Chnky Micro Bowl,Grld Chic W/Veg&Psta,Rts",1.71,0,5.71,6,1.200000048,45,0,0,0,0,2.86,0,0,0,0.819999993,0,88.7,0,0,0.204,1.02,8,0,0,0,0,0,347,0,1020,0,0,0,0.5,0,0
Soup,"Soup,Oyster Stew,Cnd,Prep W/ Eq Volume Milk",1.34,0,3.99,13,0,55,0,0,0.151,0.137,2.51,22,0.095,0,0,0.027,88.94,0.85,0.13,2.06,3.24,68,0.655,0.43,8,66,96,425,4.22,92,23,1.07,0.026,1.8,0,0
Soup,"Soup,Pea,Grn,Cnd,Prep W/ Eq Volume Milk",1.65,0,12.69,7,1.100000024,94,0,0,0.26,0.528,4.97,22,0.105,0,0,0.061,77.93,0.86,0.21,1.58,2.77,68,0.154,0.79,22,94,148,382,0.69,140,26,0.17,0.041,1.1,0,0
Campbell Soup Company,"Campbell Soup Company,Chnky Micro Bowl,New Engl Clm Chow,Rts",1.11,0,7.35,6,1.200000048,82,0,0,0,0,2.45,0,0,0,0.819999993,0,84.2,0,0,1.02,4.9,33,0,0.73,0,0,0,355,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Chunky Micro Bowls,Old Fash Veg Bf,Rts",1.41,0,5.31,6,1.200000048,45,0,0,0,0,3.67,0,0,0,1.629999995,0,89,0,0,0.204,0.61,16,0,0.44,0,0,0,359,0,1224,0,0,0,0,0,0
Campbell Soup,"Campbell Soup,Chunky Micro Bowls,Sirl Brger W/Cntry Veg,Rts",1.64,0,7.35,6,1.600000024,65,0,0,0,0,4.08,0,0,0,1.629999995,0,85.3,0,0,0.816,1.63,8,0,0.44,0,0,0,355,0,1020,0,0,0,0,0,0
Soup,"Soup,Crm Of Potato,Cnd,Prep W/ Eq Volume Milk",1.47,0,6.92,9,0.200000003,60,0,0,0.153,0.259,2.33,15,0.095,0,0,0.033,86.67,0.7,0.23,1.52,2.6,67,0.106,0.22,7,65,130,428,0.27,179,21,0.2,0.036,0.5,0,0
Soup,"Soup,Crm Of Shrimp,Cnd,Prep W/ Eq Volume Lofat (2%) Milk",1.46,2,5.57,10,0.100000001,60,0,0,0.146,0.211,2.78,43,0.107,3.5,2.619999886,0.028,87.17,0.864,0.11,1.895,3.02,67,0.054,0.22,9,61,101,396,0.51,158,44,0.46,0.034,0.1,0.02,0.1
Sauce,"Sauce,White,Thin,Prepared-From-Recipe,W/ Butter",1.18,5,8.29,8,0.100000001,72,1,0,0.031,0.319,3.95,83,0.208,4.7,5.289999962,0.068,84.02,0.656,0.112,1.6,2.56,131,0.019,0.22,12,110,167,184,0.47,286,84,0.55,0.037,0,0.08,0.2
Sauce,"Sauce,Swt & Sour,Prepared-From-Recipe",1.9,65,16.72,1,0.400000006,79,1,2032,0.247,1.178,1.84,0,0.063,1.6,10.81000042,0.042,78.56,0.253,0.117,0.144,0.58,16,0.1,0.67,13,30,193,347,0.18,110,6,0,0.087,5,0.32,1
Campbell Soup,"Campbell Soup,Campbell'S Red & White,Chick W/ Rice Soup,Cond",2.1,0,10.32,4,0.800000012,56,0,0,0,0,1.59,0,0,0,0.790000021,0,84.8,0.397,0,0.397,1.19,0,0,0,0,0,0,651,0,595,0,0,0,0,0,0
Campbell Soup,"Campbell Soup,Campbell'S Red&White,Chick Won Ton Soup,Cond",0.69,0,6.35,8,0,48,0,0,0,0,3.17,0,0,0,0.790000021,0,89.1,0,0,0.397,0.79,0,0,0.29,0,0,0,690,0,159,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red & White,Crm Of Asparagus Soup,Cond",1.58,0,7.26,4,2.400000095,89,0,0,0,0,1.61,0,0,0,1.610000014,0,83.9,0,0,1.21,5.65,0,0,0,0,0,0,669,0,161,0,0,0,0,0,0
Soup,"Soup,Healthy Choic Chick Noodle Soup,Cnd",0.75,0,5.2,5,0.800000012,41,0,0,0,0,3.69,0,0,0,0.569999993,0,89.73,0,0.18,0.4,0.63,8,0,0,0,0,0,195,0,568,0,0,0,0,0,0
Soup,"Soup,Healthy Choic Chick & Rice Soup,Cnd",0.9,0,5.71,7,0.800000012,37,0,0,0,0,2.53,0,0,0,0.370000005,0,90.31,0.23,0.13,0.17,0.55,15,0,0.09,0,0,0,181,0,334,0,0,0,1,0,0
Soup,"Soup,Healthy Choic Garden Veg Soup,Cnd",0.8,0,10.04,1,1.899999976,51,0,0,0,0,2.13,0,0,0,2.130000114,0,86.82,0.07,0.08,0.05,0.21,16,0,0,0,0,0,195,0,618,0,0,0,1,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Fat Free Bf Gravy",2.2,0,5.08,0,0,25,0,0,0,0,1.69,0,0,0,0,0,91.1,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Country Style Crm Gravy",1.34,0,5.08,8,0,76,0,0,0,0,1.69,0,0,0,1.690000057,0,86.8,0,0,1.695,5.08,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Country Style Sausage Gravy",3.06,0,5.08,17,0,119,0,0,0,0,3.39,0,0,0,1.690000057,0,78.3,0,0,2.542,10.17,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Fat Free Chick Gravy",1.52,0,5.08,8,0,25,0,0,0,0,1.69,0,0,0,0,0,91.7,0,0,0,0,0,0,0,0,0,0,525,0,169,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Golden Pork Gravy",0.74,0,5.08,8,0,76,0,0,0,0,1.69,0,0,0,1.690000057,0,87.4,0,0,2.542,5.08,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Mushroom Gravy",1.32,0,5.08,8,0,34,0,0,0,0,0,0,0,0,1.690000057,0,91.9,0,0,0,1.69,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Fat Free Turkey Gravy",1.07,0,6.67,8,0,33,0,0,0,0,1.67,0,0,0,0,0,90.6,0,0,0,0,0,0,0,0,0,0,483,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Microwavable Bf Gravy",1.53,0,5.08,0,0,42,0,0,0,0,1.69,0,0,0,1.690000057,0,90,0,0,0.847,1.69,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Microwavable Chick Gravy",1.5,0,5,8,0,67,0,0,0,0,0,0,0,0,1.669999957,0,88.5,0,0,1.667,5,0,0,0,0,0,0,433,0,333,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Turkey Gravy",1.73,0,5.08,0,0,42,0,0,0,0,1.69,0,0,0,1.690000057,0,89.8,0,0,0.847,1.69,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Franco-Americn Fat Fr Slw Rst Bf Gravy",3.62,0,5.08,8,0,34,0,0,0,0,1.69,0,0,0,0,0,89.6,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0
Campbell Company,"Campbell Company,Franco-American Ft Fe Slw Rst Chick Grvy",0.33,0,6.78,8,0,34,0,0,0,0,1.69,0,0,0,0,0,91.2,0,0,0,0,0,0,0,0,0,0,424,0,169,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Franco-American Slow Rst Bf Gravy",2.87,0,5.08,8,0,42,0,0,0,0,1.69,0,0,0,0,0,89.5,0,0,0,0.85,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Franco-American Slow Rst Chick Gravy",1.87,0,5.08,8,0,34,0,0,0,0,1.69,0,0,0,0,0,90.5,0,0,0,0.85,0,0,0,0,0,0,407,0,169,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Franco-American Slow Rst Turkey Gravy",2.08,0,6.78,8,0,42,0,0,0,0,1.69,0,0,0,0,0,88.6,0,0,0,0.85,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Microwavable Turkey Gravy",2.07,0,5,0,0,42,0,0,0,0,1.67,0,0,0,1.669999957,0,89.6,0,0,0.833,1.67,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red & White,Crm Of Broccoli Soup,Cond",1.09,0,9.68,4,0.800000012,73,0,0,0,0,1.61,0,0,0,2.420000076,0,84.8,0,0,0.806,2.82,16,0,0.29,0,0,0,605,0,242,0,0,0,1,0,0
Campbell,"Campbell,Campbell'S Red & White,Crm Of Celery Soup,Cond",2.7,0,7.26,4,2.400000095,73,0,0,0,0,0.81,0,0,0,0.810000002,0,84.4,0,0,0.403,4.84,16,0,0,0,0,0,694,0,242,0,0,0,0,0,0
Campbell,"Campbell, Campbell'S Red & White,Crm Of Chick Soup,Cond",0.7,0,8.06,8,1.600000024,97,0,0,0,0,2.42,0,0,0,0.810000002,0,83.8,0,0,2.016,6.45,0,0,0,0,0,0,702,0,242,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red&White,Crm Of Chic W/ Herbs Soup,Cond",4.01,0,7.26,4,1.600000024,65,0,0,0,0,1.61,0,0,0,0.810000002,0,84.3,0,0,0.806,2.82,0,0,0,0,0,0,653,0,403,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red & White,Crm Of Mushroom Soup,Cond",3.1,0,7.26,4,1.600000024,81,0,0,0,0,0.81,0,0,0,0.810000002,0,84,0,0,1.21,4.84,0,0,0,0,0,0,702,0,0,0,0,0,0,0,0
Campbell,"Campbell,Campbells Red&White,Crm Of Mshrm W/ Rstd Garlc,Cond",1.3,0,8.87,0,1.600000024,56,0,0,0,0,1.61,0,0,0,0.810000002,0,86.2,0,0,0.806,2.02,16,0,0,0,0,0,573,0,81,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red & White,Crm Of Onion Soup,Cond",4.09,0,8.06,4,2.400000095,81,0,0,0,0,0.81,0,0,0,3.230000019,0,82.2,0,0,1.21,4.84,0,0,0,0,0,0,645,0,161,0,0,0,0,0,0
Campbell,"Campbell, Campbell'S Red & White,Crm Of Potato Soup,Cond",1.68,0,12.1,4,1.600000024,73,0,0,0,0,1.61,0,0,0,0.810000002,0,83,0.403,0.403,0.806,1.61,0,0,0.29,0,0,0,645,0,0,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red & White,Crm Of Shrimp Soup,Cond",2.1,0,6.45,8,0.800000012,73,0,0,0,0,1.61,0,0,0,0,0,85.8,0,0,0.806,4.03,0,0,0,0,0,0,694,0,0,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red&White,Creamy Chick Noodle Soup,Cond",3.16,0,8.87,12,3.200000048,97,0,0,0,0,3.23,0,0,0,0.810000002,0,79.1,0,0,1.21,5.65,16,0,0.29,0,0,0,702,0,806,0,0,0,0,0,0
Campbell,"Campbell,Campbell'S Red&White,Creamy Chick Verde Soup,Cond",2.48,0,8.06,8,2.400000095,89,0,0,0,0,1.61,0,0,0,0.810000002,0,82.2,2.016,1.613,2.016,5.65,16,0,0,0,0,0,629,0,0,0,0,0,0,0,0
Company,"Company,Campbell'S Red & White,Curly Noodle Soup,Cond",1.11,0,8.73,12,0.800000012,63,0,0,0,0,3.17,0,0,0,1.590000033,0,85.4,0,0,0,1.59,16,0,0.57,0,0,0,500,0,595,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Danny Phantom Shaped Pasta",1.6,0,7.94,4,0.800000012,56,0,0,0,0,3.17,0,0,0,0.790000021,0,85.7,0,0,0.397,1.59,0,0,0.29,0,0,0,444,0,397,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Dora The Explorer Soup,Cond",2.4,0,7.94,4,0.800000012,56,0,0,0,0,2.38,0,0,0,0.790000021,0,85.7,0,0,0.397,1.59,0,0,0.29,0,0,0,460,0,397,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Double Noodle In Chick Broth Sop,Cond",2.64,0,13.49,8,1.600000024,79,0,0,0,0,3.17,0,0,0,1.590000033,0,79.5,0,0,0.397,1.19,0,0,0.57,0,0,0,492,0,794,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Old Fashioned Tomato Rice Soup,Cond",4.87,0,18.25,4,0.800000012,87,0,0,0,0,0.79,0,0,0,7.940000057,0,74.5,0,0,0.397,1.59,0,0,0.29,0,0,0,611,0,595,0,0,0,1.9,0,0
Campbell'S Red & White,"Campbell'S Red & White,Fiesta Nacho Chs Soup,Cond",2.76,0,8.06,8,0.800000012,97,0,0,0,0,2.42,0,0,0,1.610000014,0,80.3,0,0,2.419,6.45,65,0,0,0,0,0,637,0,403,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,French Onion Soup,Cond",1.46,0,4.76,4,0.800000012,36,0,0,0,0,1.59,0,0,0,3.170000076,0,91,0,0,0.794,1.19,2,0,0,0,0,0,714,0,0,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Golden Mushroom Soup,Cond",0.72,0,8.06,4,0.800000012,65,0,0,0,0,1.61,0,0,0,0.810000002,0,87.2,0,0,0.806,2.82,0,0,0,0,0,0,718,0,605,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Goldfish Pasta W/ Chick",2,0,8.73,8,0.800000012,56,0,0,0,0,2.38,0,0,0,1.590000033,0,85.7,0.397,0,0.397,1.19,0,0,0,0,0,0,476,0,317,0,0,0,0,0,0
Soup,"Soup,Tomato Bisque,Cnd,Prep W/ Eq Volume Milk",1.63,0,11.73,9,0.200000003,79,0,0,0.103,0.499,2.51,9,0.107,0,0,0.045,81.51,0.75,0.49,1.25,2.63,74,0.056,0.35,10,69,241,442,0.25,350,25,0.17,0.056,2.8,0,0
Soup,"Soup,Tomato,Cnd,Prep W/ Eq Volume Lofat (2%) Milk",1.29,115,8.89,4,0.600000024,55,43,5261,0.059,0.545,2.49,29,0.126,3.7,6.53000021,0.039,86.04,0.377,0.129,0.726,1.29,67,0.082,0.55,12,63,188,287,0.34,286,38,0.24,0.061,6.3,0.18,1.6
Campbell'S Red & White,"Campbell'S Red & White,Goldfish Pasta W/ Meatball",2.11,0,8.73,8,1.600000024,63,0,0,0,0,3.17,0,0,0,0.790000021,0,84,0,0,1.19,1.98,0,0,0.29,0,0,0,444,0,397,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Grn Pea Soup,Cond",1.95,0,21.88,0,3.099999905,141,0,0,0,0,7.03,0,0,0,4.690000057,0,66.8,0,0,0.781,2.34,16,0,1.13,0,0,0,680,0,156,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Hearty Veg W/ Pasta Soup,Cond",1.64,0,15.08,0,1.600000024,71,0,0,0,0,2.38,0,0,0,6.349999905,0,80.5,0,0,0,0.4,16,0,0.57,0,0,0,706,0,1984,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Homestyle Chick Noodle Soup,Cond",2.29,0,6.35,8,0.800000012,56,0,0,0,0,3.17,0,0,0,0.790000021,0,86.6,0.397,0,0.794,1.59,0,0,0.29,0,0,0,560,0,397,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Manhattan Clam Chowder,Cond",2.09,0,9.52,4,1.600000024,56,0,0,0,0,1.59,0,0,0,1.590000033,0,86.4,0,0,0.397,0.4,16,0,0.57,0,0,0,698,0,794,0,0,0,1,0,0
Campbell'S Red & White,"Campbell'S Red & White,Mega Noodle In Chick Broth,Cond",1.33,0,11.11,12,1.600000024,71,0,0,0,0,3.17,0,0,0,1.590000033,0,82.8,0,0,0.397,1.59,0,0,0.29,0,0,0,476,0,595,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Minestrone Soup,Cond",2.84,0,13.49,4,2.400000095,71,0,0,0,0,3.17,0,0,0,2.380000114,0,79.7,0,0,0.397,0.79,16,0,0.86,0,0,0,762,0,1587,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,New England Clam Chowder,Cond",1.22,0,10.32,4,0.800000012,71,0,0,0,0,3.17,0,0,0,0.790000021,0,83.3,0,0.397,0.397,1.98,16,0,0.57,0,0,0,698,0,0,0,0,0,0,0,0
Company,"Company,Campbell'S Red & White,Oyster Stew,Cond",0.72,0,3.97,16,0,63,0,0,0,0,1.59,0,0,0,0,0,89.6,0,0,2.778,4.76,0,0,1.43,0,0,0,722,0,0,0,0,0,0,0,0
Soup Company,"Soup Company,Campbell'S Red & White,Pepper Pot Soup,Cond",2.71,0,7.14,20,0.800000012,71,0,0,0,0,3.97,0,0,0,0.790000021,0,83,0,0,1.19,3.17,16,0,0.57,0,0,0,778,0,595,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Red & Wht,Scotch Brth,Cond",1.91,0,7.26,4,1.600000024,56,0,0,0,0,2.42,0,0,0,0.810000002,0,86.8,0,0,0.806,1.61,0,0,0.29,0,0,0,710,0,1613,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Sthwest Style Pepper Jck Sp,Cond",2.76,0,10.48,4,3.200000048,89,0,0,0,0,1.61,0,0,0,2.420000076,0,80.3,0,0,1.613,4.84,16,0,0,0,0,0,710,0,81,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Vegetarian Veg Soup,Cond",1.34,0,14.29,0,1.600000024,71,0,0,0,0,2.38,0,0,0,4.760000229,0,81.6,0,0,0,0.4,16,0,0.57,0,0,0,627,0,1984,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Red & White,Veg Soup,Cond",1.86,0,15.87,4,2.400000095,79,0,0,0,0,3.17,0,0,0,5.559999943,0,78.7,0,0,0.397,0.4,16,0,0.57,0,0,0,706,0,2381,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Red & White,Veg Bf Sop,Cond",1.73,0,11.9,4,2.400000095,63,0,0,0,0,3.97,0,0,0,1.590000033,0,81.6,0,0,0.397,0.79,16,0,0.57,0,0,0,706,0,2381,0,0,0,0,0,0
Campbell Soup Company,"Campbell Soup Company,Campbell'S Red & White,Tomato Sop,Cond",1.96,0,16.13,0,0.800000012,73,0,0,0,0,1.61,0,0,0,9.680000305,0,80.3,0,0,0,0,0,0,0.58,0,0,0,573,0,403,0,0,0,4.8,0,0
Campbell Soup,"Campbell Soup,Campbell'S Red & White,Tomato Bisque,Cond",1.98,0,18.25,4,0.800000012,103,0,0,0,0,1.59,0,0,0,11.89999962,0,75.4,0,0,1.19,2.78,32,0,0.29,0,0,0,698,0,238,0,0,0,4.8,0,0
Campbell'S Red & White,"Campbell'S Red & White,Split Pea W/ Ham & Bacon Soup,Cond",2.36,0,21.09,4,3.900000095,141,0,0,0,0,7.81,0,0,0,3.130000114,0,66,0,0.391,1.563,2.73,16,0,1.13,0,0,0,664,0,313,0,0,0,0,0,0
Campbell'S Red & White,"Campbell'S Red & White,Southwestern-Style Chick Veg Sop,Cond",2.57,0,16.67,4,3.200000048,87,0,0,0,0,3.97,0,0,0,2.380000114,0,76,0,0,0.397,0.79,32,0,0.86,0,0,0,659,0,397,0,0,0,1,0,0
